wmc,cbo,rfc,ca,ce,loc,moa,cbm,amc,max_cc,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble,PredictedEnsemble,DSE_Prediction,DSE_Pred_Prob
5,12,31,0,12,132,0,0,24.6,1,False,False,0.13533573043972486,False,0.1,False,0.3909087161445948,Voting,Voting,False,0.18962790871398622
4,12,24,4,8,188,0,0,46.0,10,False,False,0.13008076107199076,False,0.1,False,0.13457693854814454,Voting,Voting,False,0.10171935966137863
22,2,22,2,0,22,0,0,0.0,1,False,False,0.02661771573816873,False,0.1,False,0.041171585564294816,Voting,Voting,False,0.04826805274462412
3,11,26,2,9,158,0,0,51.33333333,11,False,False,0.12660913184512038,False,0.4,False,0.3224479053766427,Voting,Voting,False,0.35962104222895935
6,5,17,2,3,76,1,0,11.0,2,False,False,0.4528228003664188,False,0.4,True,0.5865249812409083,Voting,Voting,False,0.5742546142744723
6,11,22,2,9,202,0,0,32.33333333,8,False,False,0.11344690673244325,False,0.1,False,0.2507422378402607,Voting,Voting,False,0.16496357294471875
1,1,1,1,0,1,0,0,0.0,1,False,False,0.07154405713327483,False,0.0,False,0.030818529068312638,Voting,Voting,False,0.026757325641657274
6,7,28,1,6,163,0,0,25.5,4,False,False,0.4592795487484788,True,0.9,True,0.6062395342625145,Voting,Voting,False,0.7598730932952862
6,7,28,2,6,139,1,3,22.0,6,True,True,0.6279635175854755,True,0.8,True,0.6983675216096524,Voting,Voting,True,0.717497029884784
4,4,13,1,4,51,1,1,11.5,3,False,False,0.4916429616337051,False,0.5,True,0.5073258716227734,Voting,Voting,False,0.5066255132489126
4,11,23,1,11,117,1,2,28.0,6,True,False,0.23288715396391155,False,0.1,False,0.302687695492582,Voting,Voting,False,0.204996522681968
5,10,35,0,10,435,0,0,84.2,30,False,False,0.4373013087089966,False,0.5,False,0.4101909095315595,Voting,Voting,False,0.446000775540633
4,10,28,0,10,260,0,0,62.75,19,False,False,0.15115580064056028,False,0.3,False,0.3471689840754394,Voting,Voting,False,0.29966538874260185
4,7,19,0,7,66,0,0,14.75,3,False,False,0.09546740689973417,False,0.0,False,0.3531726966296664,Voting,Voting,False,0.3358864713104793
4,9,14,3,6,89,0,0,20.75,5,True,False,0.09093111307447199,False,0.5,True,0.5842128352699033,AdaBoost,Voting,False,0.40861884634013407
11,23,65,11,18,566,0,0,50.36363636,35,False,True,0.9870664086179308,True,0.7,True,0.5385686797868822,Voting,Voting,True,0.6987507868228706
23,22,74,4,18,461,3,1,18.60869565,23,False,True,0.648050725423333,True,0.8,False,0.49756562477141797,AdaBoost,Voting,True,0.4989120485393564
4,13,22,1,12,126,0,0,29.5,6,False,False,0.11246866166672737,False,0.0,False,0.32093516188321125,Voting,Voting,False,0.13314699038872063
3,13,17,1,12,82,0,7,26.33333333,3,False,True,0.9743974545056734,False,0.4,False,0.4887485129304832,Voting,Voting,True,0.6092588374309742
3,12,16,1,12,101,0,2,32.66666667,7,False,True,0.5693042490948849,False,0.5,False,0.4922373268842302,Voting,Voting,True,0.5198736740083613
50,46,108,27,20,976,2,0,18.3,8,True,True,0.9745248500420374,True,1.0,True,0.964101545918383,Voting,Voting,True,0.9762252443530386
4,5,9,0,5,30,0,0,6.25,1,False,False,0.07184604583552381,False,0.0,False,0.033135797544748824,Voting,Voting,False,0.0336492058851632
2,14,15,7,7,46,0,0,22.0,3,False,False,0.11078770311583663,False,0.3,False,0.4327425436560021,Voting,Voting,False,0.4276732590940147
2,5,18,2,3,106,0,5,52.0,7,True,True,0.9210795294045014,True,0.9,True,0.6603904974832924,Voting,Voting,True,0.8318311876986473
1,0,2,0,0,10,0,0,3.0,0,False,False,0.0743969361775604,False,0.1,False,0.11041432550400314,Voting,Voting,False,0.1079963921753507
4,9,27,0,9,150,0,0,36.25,11,True,False,0.12369358046057365,False,0.0,False,0.11072187559593144,Voting,Voting,False,0.05992884492292871
12,16,51,2,14,435,1,0,34.75,27,True,True,0.9079103410525156,True,0.9,True,0.6348849230082217,Voting,Voting,True,0.8209169857694318
2,8,14,0,8,46,0,0,22.0,1,False,False,0.4227770346945408,False,0.3,False,0.15226226674384147,Voting,Voting,False,0.15697022162182298
7,9,28,3,6,265,1,0,36.28571429,3,True,True,0.5105414800004237,True,0.8,True,0.5194194806210229,Voting,Voting,True,0.6237246721151577
2,11,16,5,6,50,0,0,24.0,5,True,False,0.4395931730236897,True,0.7,True,0.5424942367034747,Voting,Voting,False,0.5438191291697337
3,9,15,0,9,50,0,0,15.66666667,4,False,False,0.09341532112860618,False,0.2,False,0.4620896110480238,Voting,Voting,False,0.45424764162244374
2,10,23,2,8,114,0,2,56.0,11,True,True,0.56683386696001,False,0.4,False,0.4942222617892921,Voting,Voting,True,0.46578869255954386
3,8,19,0,8,88,0,0,28.33333333,8,False,False,0.4297081087199176,False,0.1,False,0.2711662941336436,Voting,Voting,False,0.2655384726127027
1,0,2,0,0,6,0,0,3.0,0,False,False,0.07364896633196677,False,0.0,False,0.06850127344345057,Voting,Voting,False,0.058483221885388244
3,8,11,2,6,26,0,0,7.333333333,1,False,False,0.09091237762505126,False,0.1,False,0.35587441126009983,Voting,Voting,False,0.3416950218509251
13,14,45,2,12,382,1,0,28.0,4,False,False,0.3705889184219713,True,0.7,True,0.5693959735022839,Voting,Voting,False,0.5921332208714133
25,26,87,2,24,753,1,0,28.64,16,True,True,0.9775875744091008,True,1.0,True,0.9573583046268426,Voting,Voting,True,0.972362152435289
6,34,105,2,32,620,0,0,102.0,7,True,True,0.6608216785925184,True,0.9,True,0.8905585483690438,Voting,Voting,True,0.8663022358770658
4,13,27,0,13,167,0,0,40.0,5,False,False,0.12872838243762222,False,0.3,False,0.23414477308727755,Voting,Voting,False,0.2772536141485228
8,33,105,5,28,455,0,0,55.875,6,True,True,0.9961498204178256,True,1.0,True,0.9106788270468684,Voting,Voting,True,0.9390480781870343
4,13,29,0,13,222,0,0,51.75,12,False,False,0.13806784744766495,False,0.2,False,0.3473911467956102,Voting,Voting,False,0.2459586192509519
2,6,8,2,4,33,0,0,15.5,3,True,False,0.4030390465773756,False,0.5,False,0.3815506882641711,Voting,Voting,False,0.38318830822411365
2,1,13,1,0,57,0,0,26.0,1,False,False,0.4230640900838176,True,0.6,False,0.3806008131251813,Voting,Voting,False,0.3850600697575001
4,14,29,0,14,156,0,0,37.75,10,False,False,0.1328812001827749,False,0.1,False,0.2031522833566201,Voting,Voting,False,0.11186802723713474
3,12,29,1,11,143,0,0,46.33333333,12,False,False,0.13155688876082602,False,0.1,False,0.3078687506837909,Voting,Voting,False,0.12611338195570465
8,7,18,3,4,79,1,0,8.5,3,True,False,0.4534134149134533,False,0.5,False,0.3448146964873888,Voting,Voting,False,0.36192747912117507
5,23,23,14,9,77,0,0,14.2,2,False,False,0.20328865653038586,False,0.2,False,0.2821499731392855,Voting,Voting,False,0.27521898455634447
61,46,136,25,21,776,2,0,11.55737705,11,True,True,0.9789809767166048,True,1.0,True,0.7952069611037593,Voting,Voting,True,0.9237886027647009
1,2,1,2,0,1,0,0,0.0,1,False,False,0.06604721689289103,False,0.0,False,0.055150489034524464,Voting,Voting,False,0.0351776395955387
4,6,11,0,6,49,0,0,10.75,3,False,False,0.05898876692696613,False,0.2,False,0.4701375337071271,Voting,Voting,False,0.45876403868876486
4,9,4,6,3,4,0,0,0.0,1,False,False,0.06423834153298127,False,0.2,False,0.3650874045016985,Voting,Voting,False,0.2992107157998359
15,15,42,6,9,326,1,1,20.33333333,7,False,False,0.3492738209048753,True,0.6,True,0.5143393403115877,Voting,Voting,False,0.5552475978840566
16,13,60,4,9,483,0,0,28.6875,8,True,True,0.8260970451610464,False,0.3,False,0.4725622891426764,Voting,Voting,True,0.47944829086921453
5,7,26,5,3,288,0,0,56.2,9,False,False,0.4793177441003262,False,0.4,False,0.4901807935109783,Voting,Voting,False,0.4379349730976686
2,14,6,11,3,106,0,0,7.0,0,True,False,0.13435358653153112,False,0.2,True,0.5126348989947741,AdaBoost,Voting,False,0.5089481683497672
4,78,4,78,1,4,0,0,0.0,1,False,True,0.9954774805689705,True,0.9,True,0.6209801495792127,Voting,Voting,True,0.8026583250697716
6,14,22,5,9,146,0,0,23.33333333,4,False,False,0.11215370746454548,False,0.2,False,0.2848027810680484,Voting,Voting,False,0.1975309102873825
11,5,59,1,4,1312,0,0,114.5454545,10,True,True,0.9665632452532918,True,0.6,True,0.6513137383130863,Voting,Voting,True,0.6379981779856734
4,9,36,0,9,371,0,0,89.25,23,True,False,0.1669509041553546,False,0.1,False,0.18652007485144967,Voting,Voting,False,0.1361192685783884
1,0,2,0,0,7,0,0,3.0,0,False,False,0.0613661572462228,False,0.0,False,0.0491903507039719,Voting,Voting,False,0.03703843629439618
3,7,16,2,5,70,0,2,22.33333333,8,True,False,0.4777318484162379,True,1.0,True,0.8271716911187825,Voting,Voting,False,0.820753397207281
7,9,22,0,9,114,1,0,14.57142857,5,False,False,0.1281287268518296,True,0.7,False,0.4327268223540147,Voting,Voting,False,0.4306572693643154
3,10,21,0,10,107,0,0,34.66666667,11,False,False,0.08751701225941177,False,0.3,False,0.22878617954742994,Voting,Voting,False,0.2194930676211365
15,23,75,10,13,940,0,0,61.6,12,True,True,0.9858705812092122,True,0.7,True,0.7311294972934056,Voting,Voting,True,0.7263756209012889
4,4,10,1,4,43,1,1,9.5,2,False,False,0.13900204583574602,False,0.1,False,0.25063953592517585,Voting,Voting,False,0.2454126855518883
6,3,15,1,2,60,1,0,8.666666667000001,1,False,False,0.11946758333828054,False,0.2,False,0.1791062036491301,Voting,Voting,False,0.17737691887355475
