noc,cbo,rfc,lcom,ca,ce,npm,loc,dam,mfa,ic,cbm,max_cc,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble
0,6,25,0,3,3,10,180,1.0,0.0,0,0,3,True,False,0.16333623315046594,True,0.6,False,0.4834671500845134,RandomForest
0,6,6,10,2,5,4,11,0.0,0.0,0,0,1,True,False,0.41786431942304825,False,0.3,False,0.4352388948922647,AdaBoost
0,23,47,0,10,16,7,1605,0.291666667,0.181818182,0,0,12,False,True,0.6491731961319371,True,0.9,True,0.5874763417426174,AdaBoost
0,16,69,0,0,16,24,801,1.0,0.701923077,1,9,4,True,True,0.9490789358359656,True,1.0,True,0.9770161044306509,AdaBoost
0,3,2,0,3,0,1,5,0.0,1.0,0,0,0,False,False,0.05154337278300408,False,0.0,False,0.1830594362265873,AdaBoost
1,7,25,0,2,5,5,190,1.0,0.571428571,1,3,1,True,True,0.5331270075421249,True,1.0,True,0.8237830269797708,AdaBoost
0,10,48,0,3,9,13,359,1.0,0.5862068970000001,2,2,7,True,True,0.9843586482660259,True,1.0,True,0.8390247803560024,AdaBoost
0,13,46,32,2,12,3,409,0.5,0.4166666670000001,0,0,1,False,False,0.2036280758304867,False,0.5,False,0.4719575709145464,AdaBoost
0,4,10,0,2,2,0,182,1.0,0.625,1,1,2,False,True,0.5030514374071945,False,0.5,False,0.4977121079681621,AdaBoost
0,5,30,0,1,4,0,227,0.0,0.0,0,0,7,True,False,0.052913388082225336,True,0.6,False,0.4544506102217893,RandomForest
0,5,51,253,1,4,7,3060,0.21052631600000002,0.0,0,0,112,True,True,0.5036754644451881,True,0.8,True,0.5602742605639736,AdaBoost
0,7,7,3,4,5,2,21,0.0,0.0,0,0,1,True,False,0.4248804964800288,False,0.5,True,0.5749418481782588,AdaBoost
1,11,20,9,5,7,6,74,0.0,0.666666667,2,3,4,True,True,0.6156844471639862,True,0.9,True,0.7816986408288731,AdaBoost
5,38,8,15,37,1,6,21,0.0,0.0,0,0,1,True,True,0.9457748890282414,True,0.9,True,0.6954111303094722,AdaBoost
2,3,15,8,2,2,7,48,0.0,0.5,1,1,1,False,False,0.20930049672195167,False,0.5,False,0.4676756902154393,AdaBoost
0,7,17,0,2,7,5,71,1.0,0.333333333,1,1,1,False,False,0.25403962668144914,True,0.6,True,0.5876236722922121,Voting
0,13,42,0,2,11,2,599,0.571428571,0.0,0,0,1,True,False,0.1756387795302166,True,0.8,True,0.5041333046411356,AdaBoost
0,10,31,0,1,9,7,409,1.0,0.5,1,3,2,True,True,0.5763224850554008,True,0.7,True,0.7342784223735308,AdaBoost
0,7,12,1,0,7,1,52,0.0,0.947368421,0,0,5,True,False,0.07599302244004467,True,0.6,False,0.4748871455228042,RandomForest
0,7,21,9,2,6,6,120,0.333333333,0.705882353,2,3,6,True,True,0.6038598872949832,True,1.0,True,0.9336396104081371,AdaBoost
0,19,77,170,3,17,0,1041,0.846153846,0.0,0,0,5,True,True,0.9198239105813324,True,0.9,True,0.8761026179366881,AdaBoost
9,12,14,8,12,0,9,293,1.0,0.0,0,0,7,True,True,0.9521690961451236,True,1.0,True,0.5614574584814556,AdaBoost
15,54,39,72,51,7,12,249,1.0,0.0,0,0,9,True,True,0.9994576771700048,True,0.9,True,0.7543078048563349,AdaBoost
0,5,18,4,4,3,4,112,1.0,0.0,0,0,2,True,False,0.4734499952523569,True,0.6,True,0.546865177530116,AdaBoost
2,53,26,124,51,4,16,94,1.0,0.0,0,0,1,True,True,0.995858956993934,True,0.9,True,0.8599217343232005,AdaBoost
0,9,28,0,1,8,6,149,1.0,0.705882353,2,3,4,True,True,0.6453755454625242,True,1.0,True,0.8282722985452865,AdaBoost
0,5,32,10,3,3,9,245,0.1875,0.4375,2,3,1,True,False,0.276889323407544,True,0.7,True,0.541324688377823,AdaBoost
0,3,19,2,0,3,5,188,0.8,0.625,0,0,18,False,False,0.435087396671772,False,0.4,False,0.3443301906117603,AdaBoost
0,7,21,9,2,6,6,120,0.333333333,0.705882353,2,3,6,True,True,0.6038598872949832,True,1.0,True,0.9336396104081371,AdaBoost
0,6,21,0,1,6,5,90,0.666666667,0.5,2,2,3,False,False,0.28549098054019223,False,0.5,False,0.34466284474355696,AdaBoost
0,2,10,0,0,2,4,83,0.0,0.0,0,0,2,False,False,0.06340959883057326,False,0.3,False,0.2813622742167074,AdaBoost
0,1,44,13,1,0,13,1158,1.0,0.0,0,0,26,False,True,0.797107370858766,True,0.8,True,0.7089595236284139,AdaBoost
0,25,4,6,24,1,4,4,0.0,0.0,0,0,1,False,False,0.3000760292751031,True,0.7,True,0.6161719296908154,Voting
0,4,9,0,2,3,3,31,0.5,0.25,0,0,1,True,False,0.09405629730887156,False,0.2,False,0.4363733540023159,AdaBoost
2,28,17,19,26,2,5,72,0.0,0.0,0,0,1,True,True,0.869224650312638,True,0.6,True,0.6889496402064437,AdaBoost
0,8,29,0,0,8,7,118,1.0,0.333333333,1,1,3,True,True,0.5878970079817178,True,0.6,True,0.6912453108461404,AdaBoost
0,8,38,0,1,7,9,695,1.0,0.222222222,2,2,14,True,True,0.8514067329721935,True,1.0,True,0.886489493508295,AdaBoost
0,2,2,1,1,1,2,2,0.0,0.0,0,0,1,False,False,0.05419254466693834,False,0.1,False,0.07688825136906448,AdaBoost
0,6,21,0,1,6,5,97,0.333333333,0.5,2,2,3,False,False,0.27248200629784763,False,0.3,False,0.17046553928203115,AdaBoost
0,4,16,0,1,3,6,179,1.0,0.571428571,1,3,1,True,False,0.4963618140220029,True,0.8,True,0.7817022741537265,AdaBoost
0,4,18,2,0,4,2,78,0.333333333,0.7777777779999999,1,2,1,False,False,0.13267822817968736,False,0.2,False,0.24518845223063554,AdaBoost
0,10,44,1,2,8,0,658,0.523809524,0.0,0,0,7,True,False,0.4581201703571334,True,0.8,True,0.672238105152458,AdaBoost
0,3,15,0,1,2,0,158,1.0,0.5625,1,3,1,False,False,0.1216005379429628,False,0.4,False,0.4217426460759751,AdaBoost
1,22,53,0,2,21,14,577,1.0,0.605263158,1,5,6,True,True,0.6410930096409934,True,1.0,True,0.9627728794134044,AdaBoost
0,11,39,0,4,7,4,394,0.533333333,0.294117647,1,2,1,False,True,0.547136998745242,True,0.9,True,0.5733106069003531,AdaBoost
0,13,48,12,4,10,13,413,1.0,0.428571429,2,4,7,True,True,0.9739266817552966,True,1.0,True,0.8125558948905596,AdaBoost
0,4,27,7,4,0,4,135,0.5,0.0,0,0,5,True,False,0.4019816919671295,False,0.5,True,0.5022702183257886,AdaBoost
0,5,26,80,2,5,8,207,0.857142857,0.083333333,0,0,2,True,False,0.1807744342292058,False,0.3,True,0.6382391650286308,AdaBoost
1,7,7,15,4,4,0,9,0.0,0.0,0,0,1,False,False,0.09459425561059824,False,0.2,False,0.29358672948994097,AdaBoost
0,6,7,0,1,5,3,123,1.0,0.625,0,0,5,False,False,0.4379938582227468,False,0.5,False,0.4195958941764345,AdaBoost
1,7,37,0,2,5,9,357,1.0,0.444444444,1,3,1,True,True,0.5572757495958232,True,0.9,True,0.8416839809452155,AdaBoost
0,2,1,0,2,0,0,179,0.0,0.0,0,0,0,False,False,0.05203124492456256,False,0.4,False,0.43810550016399424,AdaBoost
1,7,8,21,4,4,0,15,0.0,0.0,0,0,1,False,False,0.096954386827002,False,0.2,False,0.4429469918669006,AdaBoost
0,24,64,72,1,24,2,856,0.2,0.38888888899999996,1,1,4,True,True,0.9843514840566822,True,0.9,True,0.7650276643155537,AdaBoost
0,14,43,10,4,13,5,498,0.0,0.352941176,0,0,9,True,False,0.18130139979633733,False,0.1,False,0.4533635367295354,AdaBoost
0,3,5,0,1,2,3,27,0.0,0.892857143,1,2,1,True,False,0.11226732373105502,False,0.4,False,0.4740574883834442,AdaBoost
0,11,10,2,11,0,8,83,0.666666667,0.0,1,1,5,True,False,0.21588032189676568,True,1.0,True,0.7397727052299152,AdaBoost
0,7,21,9,2,6,6,120,0.333333333,0.705882353,2,3,6,True,True,0.5995484572405317,True,1.0,True,0.9614062967324014,AdaBoost
2,5,3,1,2,3,2,5,0.0,0.666666667,0,0,1,False,False,0.08963727545318219,False,0.1,False,0.1759856486335251,AdaBoost
1,7,13,0,2,5,4,117,1.0,0.25,0,0,4,True,False,0.4688012754019447,False,0.4,False,0.4558074522321352,AdaBoost
0,5,7,0,4,1,3,106,0.14285714300000002,0.0,0,0,2,False,False,0.0701306640278994,False,0.0,False,0.2701355038407,AdaBoost
0,4,8,3,0,4,3,31,0.0,0.7142857140000001,1,2,1,True,False,0.4631945080632158,True,0.9,True,0.936008226269657,AdaBoost
2,18,97,114,8,10,24,1037,0.8,0.41304347799999996,1,8,3,True,True,0.972076935988498,True,0.9,True,0.8626982438088454,AdaBoost
0,3,19,7,0,3,3,107,0.5,0.636363636,2,3,1,True,True,0.5678091947990772,False,0.3,True,0.5268802970777134,AdaBoost
0,7,18,0,6,2,10,104,1.0,0.0,1,1,4,False,True,0.5643148046115052,True,0.7,True,0.6369025575687374,AdaBoost
0,2,3,3,2,0,3,3,0.0,0.0,0,0,1,False,False,0.05431529850429696,False,0.2,False,0.22966704800425955,AdaBoost
0,2,12,0,1,1,5,82,0.5,0.5,1,2,1,False,False,0.13512574967012064,False,0.2,False,0.4003880435595159,AdaBoost
0,4,7,6,1,3,4,24,1.0,0.571428571,0,0,1,False,False,0.0954189425890466,False,0.4,False,0.489621952347868,AdaBoost
1,23,2,0,23,0,1,12,0.0,0.0,0,0,0,True,False,0.2159980196163424,False,0.1,False,0.3380094260395473,AdaBoost
1,4,15,0,3,1,7,133,1.0,0.0,0,0,4,False,False,0.11931489228236344,False,0.3,False,0.3739570592767816,AdaBoost
3,8,7,15,6,2,6,12,0.0,0.0,1,1,1,False,True,0.5756179945805936,True,0.6,False,0.4567285862494682,AdaBoost
0,3,12,2,0,3,2,79,0.0,0.7777777779999999,1,2,1,False,False,0.1018567673483381,False,0.0,False,0.3122008137018641,AdaBoost
0,24,41,0,4,20,14,205,0.5,0.6764705879999999,1,3,1,True,True,0.9652958226897664,True,1.0,True,0.897126219226882,AdaBoost
0,3,18,0,2,1,4,408,0.4,0.8666666670000001,1,1,14,True,False,0.4648117797708818,True,0.8,True,0.5463660644018612,AdaBoost
0,3,8,3,1,2,5,54,0.0,0.833333333,1,2,1,True,False,0.4428741165862624,False,0.1,True,0.5859682363705845,AdaBoost
0,48,6,15,45,4,6,6,0.0,0.0,0,0,1,True,True,0.6354647308811391,False,0.5,False,0.4920623375153972,Voting
17,40,10,13,36,4,4,44,1.0,0.375,0,0,1,True,True,0.9956994812877364,True,0.9,True,0.8317949086586862,AdaBoost
4,128,131,2812,104,25,62,722,0.571428571,0.0,0,0,12,True,True,0.9999999999888268,True,0.9,True,0.9942049321612868,AdaBoost
0,2,29,100,2,1,12,569,1.0,0.538461538,2,11,6,True,True,0.5618657513114413,False,0.5,True,0.5404740538325438,AdaBoost
1,5,4,3,5,0,0,6,0.0,0.0,0,0,1,False,False,0.06654892368735953,False,0.0,False,0.12567522306226175,AdaBoost
0,10,16,0,1,9,2,238,0.14285714300000002,0.0,0,0,1,False,False,0.4511081155658177,False,0.3,False,0.4596320238043561,AdaBoost
0,3,14,4,2,1,4,145,0.666666667,0.0,0,0,7,False,False,0.4209867804329321,True,0.7,False,0.4837029324843042,AdaBoost
0,3,4,1,2,1,1,9,0.0,0.9285714290000001,1,1,1,True,False,0.09704737940138897,False,0.3,False,0.4183482223087643,AdaBoost
1,12,69,0,9,4,54,1531,1.0,0.018867925,1,1,8,True,True,0.9962334596337472,True,0.8,True,0.7644457367168092,AdaBoost
0,8,29,0,5,3,9,1538,1.0,0.0,0,0,10,True,True,0.8698260416505894,True,0.7,True,0.543288954060692,AdaBoost
3,7,34,140,3,4,21,593,1.0,0.0,0,0,20,True,True,0.9393486369880121,True,0.9,True,0.6330206088995032,AdaBoost
0,7,38,0,2,6,11,318,1.0,0.5,2,5,6,True,True,0.8718965250911294,True,0.9,True,0.8767167310084476,AdaBoost
4,12,8,17,11,1,5,28,1.0,0.0,0,0,1,False,True,0.7029612422103728,True,1.0,True,0.7226962240384799,AdaBoost
4,14,5,6,14,0,4,7,0.0,0.0,0,0,1,True,True,0.6861975665154755,True,0.7,True,0.6165621551078987,AdaBoost
0,15,34,26,3,14,5,480,0.9285714290000001,0.0,0,0,4,True,True,0.5942032680799042,True,0.6,True,0.5429576100887348,AdaBoost
0,8,29,26,1,7,7,461,1.0,0.444444444,1,3,2,True,True,0.5587247160557003,False,0.4,True,0.5807478191183826,AdaBoost
1,10,28,0,2,8,10,122,1.0,0.653846154,2,2,4,True,True,0.6419544086626988,True,1.0,True,0.9678475779229064,AdaBoost
0,1,6,3,1,0,2,62,0.0,0.0,0,0,4,False,False,0.050575085109144664,False,0.1,False,0.4420002301179785,AdaBoost
0,4,6,0,3,1,5,35,1.0,0.0,0,0,1,False,False,0.10800655281401113,False,0.3,False,0.47591050024388104,AdaBoost
0,3,17,0,1,2,6,236,0.875,0.708333333,1,4,2,False,False,0.1415651597464893,False,0.2,True,0.5270915228330982,AdaBoost
3,41,29,270,30,14,23,138,1.0,0.0,0,0,1,True,True,0.9982832515488024,True,1.0,True,0.9545820070623566,AdaBoost
0,6,8,4,2,5,2,42,0.0,0.896551724,1,1,4,True,False,0.4684949381409095,True,0.9,True,0.6715025894704603,AdaBoost
6,15,10,9,14,1,4,31,1.0,0.0,0,0,1,True,True,0.9042961855029468,True,1.0,True,0.7552669376981699,AdaBoost
0,5,17,3,2,3,4,102,1.0,0.571428571,0,0,2,True,False,0.11175576354628806,False,0.5,True,0.585397775053369,AdaBoost
0,2,2,0,2,0,1,5,0.0,1.0,0,0,0,False,False,0.044928131701381636,False,0.0,False,0.05541087023317071,AdaBoost
8,9,6,0,8,1,2,20,1.0,0.7142857140000001,0,0,1,True,True,0.5383026365379373,False,0.5,True,0.8178377908046,AdaBoost
0,9,19,0,2,9,5,146,0.0,0.444444444,0,0,3,False,False,0.12704765457189374,False,0.1,True,0.5257017069580587,AdaBoost
0,8,15,1,6,2,5,969,0.363636364,0.0,0,0,14,True,False,0.4615081905012414,False,0.5,False,0.4762016376618191,AdaBoost
0,5,4,1,3,2,0,51,0.0,0.923076923,1,3,6,False,False,0.4195756658985473,True,0.7,True,0.7657690382723905,Voting
2,9,34,0,2,7,6,345,1.0,0.4,1,3,3,True,True,0.5742152385458351,True,0.9,True,0.7486822208535262,AdaBoost
0,5,11,3,0,5,3,55,1.0,0.958333333,1,2,1,True,False,0.1572819069546025,True,0.8,True,0.7302452118775219,AdaBoost
0,10,36,0,0,10,18,242,0.666666667,0.384615385,1,2,1,True,True,0.8507765294680398,True,0.9,True,0.7326697860981757,AdaBoost
0,11,33,26,9,2,11,332,0.666666667,0.566666667,1,5,2,False,True,0.5259348054369057,True,0.6,False,0.4079406975504745,AdaBoost
0,5,2,0,5,0,1,5,0.0,1.0,0,0,0,False,False,0.049700197847135086,False,0.0,False,0.08361603706527768,AdaBoost
0,12,15,11,4,12,5,84,0.4,0.705882353,0,0,1,True,False,0.17543966517153695,True,0.7,True,0.6124838819993366,AdaBoost
0,1,8,6,1,0,4,20,0.0,1.0,0,0,0,False,False,0.3849517449761855,False,0.3,False,0.4174198051304857,AdaBoost
0,29,5,0,29,0,1,172,0.0,0.0,0,0,8,True,True,0.8080781017485776,True,0.7,True,0.6341273775820268,AdaBoost
2,14,34,10,3,12,8,455,0.875,0.0,0,0,1,True,True,0.5930521077887095,True,0.7,True,0.7044996500369404,AdaBoost
0,15,2,1,14,1,2,2,0.0,0.0,0,0,1,True,False,0.09223610527196807,True,0.6,False,0.2805960823994161,RandomForest
0,2,10,0,1,2,4,60,1.0,0.0,0,0,2,False,False,0.08111016183803937,False,0.1,False,0.4110012413349676,AdaBoost
0,16,56,104,5,15,10,500,1.0,0.32,1,3,5,True,True,0.9757132603136152,True,1.0,True,0.9625270335886326,AdaBoost
0,10,43,0,4,7,11,382,1.0,0.46153846200000004,2,3,9,True,True,0.7583126955661804,True,0.9,True,0.9284158938750622,AdaBoost
0,25,77,43,23,2,45,1122,0.23076923100000002,0.0,1,1,12,True,True,0.9973467472865026,True,0.7,True,0.7602017622420512,AdaBoost
0,15,36,4,0,15,2,356,1.0,0.0,0,0,1,True,True,0.5478009233879679,True,0.8,True,0.5653867592414046,AdaBoost
0,6,1,0,4,2,1,1,0.0,0.0,0,0,1,True,False,0.060467371911034615,False,0.1,False,0.18023179680098847,AdaBoost
1,9,6,10,6,4,0,8,0.0,0.0,0,0,1,False,False,0.09211737276498444,False,0.1,False,0.05410860690089465,AdaBoost
0,4,12,2,0,4,2,58,0.0,0.7777777779999999,1,2,1,False,False,0.11811227916694099,False,0.2,False,0.3166497526900129,AdaBoost
0,4,25,0,1,3,7,447,1.0,0.444444444,1,3,6,True,False,0.16229287627036074,True,0.6,False,0.4749077309516584,RandomForest
0,5,12,2,2,3,2,354,0.0,0.0,0,0,10,True,False,0.06875077484641733,False,0.4,False,0.3269070294138699,AdaBoost
0,5,27,9,2,3,4,186,1.0,0.5,0,0,2,True,False,0.4339285266316825,True,0.8,True,0.6470862344848516,AdaBoost
1,2,16,0,1,1,8,56,1.0,0.681818182,1,2,1,True,False,0.17180205161113496,False,0.2,False,0.332254774586443,AdaBoost
0,4,8,0,1,3,3,43,1.0,0.666666667,0,0,1,True,False,0.08127822582930096,False,0.1,False,0.4091090708698733,AdaBoost
0,4,15,0,1,4,6,102,0.75,0.14285714300000002,0,0,3,True,False,0.1011045129954037,False,0.3,False,0.4615459142946517,AdaBoost
0,9,22,0,8,1,14,286,0.222222222,0.0,0,0,7,True,False,0.4773261854787934,False,0.5,True,0.5155512890015125,AdaBoost
1,4,18,0,1,3,6,162,1.0,0.28571428600000004,2,2,2,True,True,0.6086734637760242,True,0.7,True,0.5213093436374495,AdaBoost
0,4,2,1,2,2,2,2,0.0,0.0,0,0,1,False,False,0.058806122242471365,False,0.0,False,0.053745225196742026,AdaBoost
0,2,25,3,1,1,13,237,0.0,0.0,0,0,1,False,False,0.4415604874707924,False,0.1,False,0.4174929595757103,AdaBoost
0,5,20,5,1,4,5,247,0.0,0.7222222220000001,1,4,16,True,False,0.09605704557533447,False,0.4,False,0.484951596607404,AdaBoost
3,9,18,66,7,2,12,78,0.0,0.0,1,1,4,True,False,0.3507651361303945,True,0.7,True,0.5201700089545721,AdaBoost
0,6,29,38,2,4,11,178,0.6,0.46666666700000003,1,2,1,True,False,0.2244747620141712,True,0.7,True,0.5892746352410789,AdaBoost
0,3,24,0,2,2,12,361,1.0,0.0,0,0,7,True,False,0.1354726464366713,False,0.2,False,0.2915186744955596,AdaBoost
0,3,10,21,3,1,7,54,0.0,0.7142857140000001,1,2,1,False,False,0.14303537832115235,True,0.6,True,0.5106805165459151,Voting
0,24,37,7,9,18,4,276,0.0,0.333333333,0,0,4,False,True,0.8840237263558649,True,0.7,True,0.6577830352428176,AdaBoost
0,6,6,3,3,5,0,22,0.0,0.992366412,1,2,1,True,False,0.4579145553486414,True,0.8,True,0.556473034647426,AdaBoost
