dit,rfc,lcom,ca,npm,lcom3,loc,dam,cbm,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble
1,10,1,1,0,2.0,82,0.0,0,False,False,0.03675571985435309,False,0.1,False,0.3743682398427983,RandomForest
2,12,22,1,7,0.8857142859999999,102,0.8,2,True,False,0.4972868520419027,True,0.9,True,0.8350220523924066,RandomForest
2,9,14,5,6,0.7857142859999999,73,0.0,0,False,True,0.532272632737138,False,0.3,False,0.4629287595756855,RandomForest
1,141,651,3,7,0.766925638,1861,0.705882353,0,True,True,0.7755750977441961,True,0.7,True,0.7805657986444763,RandomForest
2,35,1,1,16,0.670588235,276,0.8,6,True,True,0.8588119233627594,True,1.0,True,0.7762665903928992,RandomForest
1,19,0,7,8,0.642857143,333,0.5,0,True,False,0.10391410713591698,False,0.3,False,0.3852111084639988,RandomForest
1,1,0,6,1,2.0,1,0.0,0,False,False,0.03781509193091077,False,0.0,False,0.04462956370723735,RandomForest
2,41,82,1,22,0.766304348,438,0.875,6,True,True,0.9275039598767618,True,1.0,True,0.9197185606188542,RandomForest
1,16,4,1,4,0.333333333,82,0.0,0,True,False,0.14136888645275247,False,0.35,False,0.41171855564166265,RandomForest
2,29,43,2,9,0.85,154,0.5,6,True,True,0.8354760394211557,True,0.9,True,0.7612188846988278,RandomForest
2,21,43,2,9,0.85,117,0.0,6,True,True,0.7932506152397117,True,1.0,True,0.8917651347384711,RandomForest
2,21,49,2,9,0.933333333,107,0.333333333,6,True,True,0.8101607567415895,True,1.0,True,0.9086391987339836,RandomForest
2,60,255,1,36,0.924924925,801,0.518518519,6,True,True,0.9739832781060612,True,1.0,True,0.690948705318355,RandomForest
2,101,665,1,41,0.836956522,997,1.0,18,False,True,0.6658423068669816,False,0.4,True,0.5186644674416859,RandomForest
3,19,0,2,7,1.142857143,161,0.5,5,True,False,0.4995595711598082,True,1.0,True,0.8039315810256319,RandomForest
1,29,0,0,24,0.38888888899999996,629,1.0,1,False,False,0.17876970364629086,True,0.6,True,0.5731935357867912,Voting
2,14,45,2,10,1.111111111,52,0.5,0,True,False,0.4545331948081981,False,0.5,True,0.8425251739871056,AdaBoost
1,8,1,2,2,2.0,24,0.0,0,False,False,0.043628567386206865,False,0.1,False,0.3424820945604927,RandomForest
2,22,46,3,10,0.818181818,128,0.5,6,True,True,0.8223903369899667,True,1.0,True,0.9420431390102262,RandomForest
3,65,0,3,9,0.375,644,0.0,5,True,True,0.9757842046894648,True,0.7,True,0.574608774060339,RandomForest
1,29,0,4,24,0.38888888899999996,629,1.0,1,False,False,0.17749900354427825,True,0.6,True,0.5817781510113406,Voting
2,21,43,2,9,0.85,106,0.5,6,True,True,0.8151616996917442,True,1.0,True,0.9264060893090588,RandomForest
1,9,36,5,9,2.0,9,0.0,0,False,False,0.047441520303201035,False,0.1,False,0.2543801181415311,RandomForest
1,89,0,4,41,1.0,361,0.066666667,0,True,True,0.9337727215652256,False,0.5,True,0.5137415202114259,RandomForest
1,1,0,3,1,2.0,1,0.0,0,False,False,0.03747602147216258,False,0.0,False,0.03495154908840643,RandomForest
2,24,56,2,11,0.7777777779999999,141,0.666666667,6,True,True,0.8249390096265682,True,1.0,True,0.9235429817766369,RandomForest
2,23,46,2,10,0.818181818,122,0.5,6,True,True,0.8254842980452339,True,1.0,True,0.9356377702236396,RandomForest
2,12,3,2,9,0.916666667,87,0.5,2,True,True,0.5340736581010127,True,0.9,True,0.781454144099896,RandomForest
1,32,20,2,8,0.625,291,1.0,0,False,False,0.4182761373472344,True,0.7,True,0.6640856399062153,Voting
2,21,49,2,9,0.85,106,0.5,6,True,True,0.8146929645540856,True,1.0,True,0.9372189832206186,RandomForest
2,49,0,8,11,0.757575758,269,0.333333333,5,False,True,0.5258291373102487,True,0.7,True,0.5371652054128427,RandomForest
2,24,46,1,10,1.0,145,0.166666667,6,True,True,0.8093107010283666,True,0.9,True,0.905812059112271,RandomForest
2,50,327,2,28,0.7758620690000001,505,0.833333333,6,True,True,0.9460112750980952,True,0.9,True,0.698613558303782,RandomForest
2,35,37,1,16,0.8067226890000001,287,0.571428571,6,True,True,0.8953390086321539,True,1.0,True,0.8255393139229874,RandomForest
1,51,3,0,6,0.083333333,282,1.0,0,False,False,0.4758687012339506,False,0.5,True,0.7211807987626216,RandomForest
2,13,36,2,9,1.125,62,0.0,0,True,False,0.4852291823991501,True,1.0,True,0.8760233256730129,RandomForest
1,24,4,1,2,0.333333333,146,1.0,0,False,False,0.0776353903225424,False,0.2,False,0.3421360300920501,RandomForest
2,23,46,2,10,0.818181818,122,0.5,6,True,True,0.8254842980452339,True,1.0,True,0.9356377702236396,RandomForest
2,74,94,3,20,0.897435897,490,0.384615385,7,True,True,0.9850871856628486,True,1.0,True,0.6904951327801552,RandomForest
1,45,5,1,6,0.55,247,0.0,0,True,False,0.35727196380408205,False,0.45,True,0.632335517864172,AdaBoost
1,35,16,2,8,0.727272727,359,0.5555555560000001,0,True,False,0.454726574314305,True,0.7,True,0.6657789536975358,RandomForest
2,12,4,0,4,0.666666667,44,1.0,1,False,False,0.4575794528064496,False,0.1,False,0.40683117780086026,RandomForest
2,15,4,3,5,0.428571429,90,1.0,1,False,False,0.14039586807592855,False,0.1,False,0.3281154454220309,RandomForest
2,41,6,1,2,0.75,181,1.0,1,False,False,0.17431457237946188,False,0.3,False,0.4324165180490413,RandomForest
2,40,103,2,16,0.848739496,327,0.0,6,True,True,0.837848792596067,True,1.0,True,0.7262923293785268,RandomForest
2,64,162,3,46,0.861702128,891,0.95,6,True,True,0.9510430578803528,True,0.9,True,0.7319542259681365,RandomForest
1,29,1,7,1,0.0,257,1.0,0,False,False,0.11021666876466546,False,0.3,False,0.4350198646588101,RandomForest
4,8,6,3,4,2.0,20,0.0,0,True,True,0.5696806618400246,False,0.425,False,0.44840331861760174,Voting
2,87,1362,17,17,0.927083333,1806,1.0,7,False,True,0.6189149586980364,False,0.5,True,0.5647841624850517,RandomForest
2,6,10,20,5,1.25,13,0.0,0,False,False,0.1623469979882922,False,0.2,False,0.28030296232357305,RandomForest
1,19,15,2,5,2.0,171,0.0,0,True,False,0.3855970773049246,False,0.4,True,0.5098544133632441,AdaBoost
2,17,36,1,7,1.125,72,0.0,6,True,True,0.6815623544116002,True,1.0,True,0.943513777501076,RandomForest
1,35,198,1,28,0.841750842,388,1.0,0,True,False,0.455917620614197,False,0.4666666666666666,True,0.6130963985187884,AdaBoost
2,66,664,4,46,0.902083333,728,0.95,6,True,True,0.9262692976203728,True,0.8,True,0.6582060945038047,RandomForest
2,24,46,1,10,0.818181818,141,0.5,6,True,True,0.750906935162393,True,1.0,True,0.9386084295984818,RandomForest
2,21,43,2,9,0.85,116,0.5,6,True,True,0.7366621736728877,True,1.0,True,0.9482431734535096,RandomForest
2,61,367,1,36,0.854054054,807,0.933333333,6,True,True,0.9384439511780792,True,1.0,True,0.7365876156530071,RandomForest
2,39,204,2,21,0.8826086959999999,418,0.7,6,True,True,0.8854310592069026,True,1.0,True,0.8480421508000673,RandomForest
2,60,187,4,34,0.747474747,728,0.8888888890000001,3,True,True,0.9080900525846762,True,0.7,True,0.8279372073427327,RandomForest
2,44,171,3,28,0.863888889,406,0.916666667,6,True,True,0.9030600386099746,True,1.0,True,0.9547142958159972,RandomForest
2,13,36,2,9,1.125,62,0.0,0,True,True,0.5057677739949619,True,1.0,True,0.9043929877685429,RandomForest
1,17,9,4,11,0.25,85,1.0,0,False,False,0.0766108528834263,False,0.2,False,0.2926125929896568,RandomForest
1,21,3,0,2,2.0,112,0.0,0,False,False,0.3846861488152121,True,0.6,False,0.3975927027526289,RandomForest
1,24,1,1,1,0.75,121,1.0,0,False,False,0.056158754830587375,False,0.0,False,0.07338590947709266,RandomForest
2,22,46,3,10,0.818181818,128,0.5,6,True,True,0.7443229629362226,True,1.0,True,0.971491636904464,RandomForest
1,4,6,1,4,2.0,4,0.0,0,False,False,0.3732354873315464,False,0.4,True,0.745139270600878,RandomForest
1,5,0,3,3,0.666666667,28,1.0,0,False,False,0.046921902935656915,False,0.0,False,0.2555610147656323,RandomForest
2,33,81,1,16,0.764705882,308,0.8,6,True,True,0.8018725536385597,True,1.0,True,0.8914300985031732,RandomForest
3,13,3,2,10,0.7222222220000001,73,0.5,2,True,True,0.7356451832138085,True,0.8,True,0.5627633239458366,RandomForest
1,11,0,2,5,0.0,170,1.0,0,True,False,0.08766363343086463,False,0.4,False,0.4424676830388899,RandomForest
1,34,0,2,10,0.566666667,210,1.0,0,False,False,0.4116769291255479,False,0.1,True,0.5195241753814117,RandomForest
1,16,9,5,3,1.164242424,1460,0.0036363640000000004,0,False,False,0.4777675280154883,False,0.5,False,0.4871792589924484,RandomForest
2,21,49,2,9,0.85,106,0.5,6,True,True,0.7363405557677808,True,1.0,True,0.9552897537532994,RandomForest
1,2,0,1,0,2.0,6,0.0,0,False,False,0.03866575804994021,False,0.0,False,0.058988142321764685,RandomForest
2,21,43,2,9,0.85,116,0.5,6,True,True,0.7366621736728877,True,1.0,True,0.9482431734535096,RandomForest
2,32,0,2,9,0.125,172,0.0,1,False,True,0.6136202233311577,False,0.3333333333333333,True,0.5325177495147264,RandomForest
1,31,3,1,9,0.222222222,183,0.0,0,True,False,0.1936428832747961,False,0.2333333333333333,True,0.5184887135467817,AdaBoost
1,65,290,13,18,0.9626485570000001,732,1.0,0,False,True,0.6359012534571461,True,0.6,True,0.5125698863218585,RandomForest
1,30,34,6,9,0.690909091,306,1.0,0,True,False,0.0715120730023185,False,0.2,False,0.4317920344561599,RandomForest
2,28,61,4,11,0.807692308,245,0.5,5,True,False,0.3808700694916871,False,0.4,True,0.5813593938089108,AdaBoost
1,41,21,4,14,0.564102564,243,0.0,0,True,False,0.1862686744386719,False,0.45,True,0.5088820925014387,AdaBoost
2,22,2,2,8,0.666666667,202,0.166666667,2,True,True,0.6124326738994247,True,0.6,False,0.4503990195747234,RandomForest
2,23,54,2,10,0.9090909090000001,117,0.333333333,6,True,True,0.754017995002329,True,1.0,True,0.9556242129489788,RandomForest
2,47,28,1,11,0.636363636,353,1.0,6,False,True,0.8012689710700247,False,0.3,True,0.5641848973522732,RandomForest
2,46,105,1,20,0.920634921,422,0.4,6,True,True,0.9082689285120344,True,1.0,True,0.8081108553689601,RandomForest
1,5,0,1,4,1.125,33,0.25,0,False,False,0.07585986465385215,False,0.4,False,0.3998389107950118,RandomForest
4,8,6,2,4,2.0,20,0.0,0,True,False,0.2074828542832444,False,0.3,False,0.258570773402728,RandomForest
2,22,54,2,10,0.954545455,119,0.25,6,True,True,0.7447471304098876,True,1.0,True,0.9632807003591644,RandomForest
1,20,0,2,3,0.369047619,441,1.0,0,True,False,0.08199184558124259,False,0.4,True,0.5361315433337397,AdaBoost
2,32,72,3,15,0.791666667,282,0.833333333,6,True,True,0.7944887977383978,True,1.0,True,0.8371310243504454,RandomForest
2,24,46,1,10,0.818181818,141,0.5,6,True,True,0.7626751139137808,True,1.0,True,0.9747379173315556,RandomForest
2,22,46,2,10,0.818181818,127,0.5,6,True,True,0.7570056371285269,True,1.0,True,0.9875037578589012,RandomForest
3,28,120,1,16,1.066666667,104,0.0,0,True,True,0.5196019644603802,True,0.8,True,0.7335478083391251,RandomForest
1,6,15,6,6,2.0,6,0.0,0,False,False,0.04516771496679811,False,0.1,False,0.1675679855709487,RandomForest
2,14,45,2,10,1.111111111,67,0.333333333,0,True,True,0.5007613731288449,True,1.0,True,0.9379479833281842,RandomForest
3,34,19,2,13,1.076923077,379,1.0,4,True,False,0.4555950627611677,True,0.8,True,0.5619575780347073,RandomForest
1,30,48,2,9,0.818181818,322,1.0,0,True,False,0.08048347525509376,False,0.5,True,0.5640040626239081,AdaBoost
3,9,10,1,5,1.25,28,0.0,3,True,True,0.6568184094535052,True,1.0,True,0.9222541992997544,RandomForest
1,0,0,4,0,2.0,0,0.0,0,False,False,0.034688146638589185,False,0.0,False,0.027471077102898138,RandomForest
3,15,26,2,7,0.857142857,219,0.25,1,True,True,0.6751760432363966,True,0.8,True,0.5381606328174633,RandomForest
2,23,0,7,8,0.14285714300000002,115,1.0,1,False,False,0.19184969736237115,False,0.1,True,0.6145421530127578,RandomForest
2,41,0,0,22,0.7173913040000001,411,0.875,6,True,True,0.8985603271828411,True,0.9,True,0.8533951362310531,RandomForest
1,6,2,3,4,0.75,36,1.0,0,False,False,0.05432446151541249,False,0.1,False,0.33520402910342817,RandomForest
3,7,4,3,5,0.5,29,1.0,0,False,True,0.5605409209999487,True,0.8,True,0.8026463746294845,RandomForest
3,24,0,2,8,0.666666667,171,0.5,6,True,True,0.8828024910947109,True,1.0,True,0.7549084606704777,RandomForest
1,17,0,3,3,0.0,116,1.0,0,False,False,0.4292633630954941,False,0.4,False,0.4889816204299057,RandomForest
1,2,0,0,1,2.0,51,0.0,0,True,False,0.3706385128240627,False,0.0,False,0.2504024649816464,RandomForest
1,165,62,1,5,0.818181818,1358,0.5,0,True,True,0.6022149777951612,False,0.5,True,0.6079220809770842,RandomForest
2,54,348,6,35,0.843253968,661,0.9285714290000001,6,True,True,0.9474438938559984,True,1.0,True,0.8859548967200045,RandomForest
1,25,24,6,8,0.8636363640000001,319,1.0,0,False,False,0.4046234836497849,True,0.7,True,0.6321457840114226,Voting
2,22,54,2,10,0.818181818,117,0.5,6,True,True,0.7564380505992686,True,1.0,True,0.9805183197508478,RandomForest
2,48,44,4,13,0.75,298,1.0,6,True,True,0.8134392326463576,False,0.4,True,0.5658703746202981,RandomForest
2,24,46,0,10,0.818181818,141,0.5,6,True,True,0.7642955145685559,True,0.8,True,0.9445218929291136,RandomForest
1,104,87,5,22,0.7482758620000001,1151,0.6,0,True,True,0.572153124760164,False,0.5,True,0.6597479627408276,RandomForest
2,30,107,2,16,0.794117647,259,0.833333333,6,True,True,0.7971360448089923,True,1.0,True,0.8613501842764685,RandomForest
1,24,2,0,4,0.666666667,117,0.0,0,False,False,0.4828753913648749,False,0.4,False,0.4707837799287221,RandomForest
1,56,197,4,16,0.8138528140000001,378,0.545454545,0,True,False,0.21021597886014773,True,0.6,True,0.6205962426826189,RandomForest
1,17,0,2,7,0.571428571,134,1.0,0,False,False,0.40956818707070375,False,0.4,True,0.5206997467293367,RandomForest
2,32,114,2,18,0.894736842,361,0.5,6,True,True,0.850095296461692,True,1.0,True,0.8972207301894972,RandomForest
1,53,331,3,24,0.8735632179999999,767,0.0,0,True,True,0.6410551538969129,True,0.6,False,0.4975540586234077,RandomForest
1,2,1,5,2,2.0,2,0.0,0,False,False,0.03433061263751973,False,0.0,False,0.10831206241720548,RandomForest
1,376,6636,5,95,0.9423564190000001,3629,0.72972973,0,True,True,0.6667381788558112,True,0.8,True,0.7235039560050567,RandomForest
1,1,0,6,1,2.0,1,0.0,0,False,False,0.033330654502569834,False,0.0,False,0.1288738141583106,RandomForest
2,23,25,3,9,0.8,183,0.5,6,True,True,0.8777816572485105,True,1.0,True,0.8875448248657032,RandomForest
1,28,0,2,7,0.571428571,426,1.0,0,True,False,0.4063207150212767,False,0.5,False,0.4957265588941493,RandomForest
1,43,595,184,32,2.0,379,0.0,0,True,False,0.4976039198829201,False,0.4,False,0.4320002514974665,RandomForest
2,8,21,0,7,1.0,26,1.0,2,True,False,0.17716914668259062,False,0.2,True,0.6088133947751329,AdaBoost
1,2,1,5,2,2.0,2,0.0,0,False,False,0.03433061263751973,False,0.0,False,0.10831206241720548,RandomForest
2,21,49,2,9,0.933333333,106,0.333333333,6,True,True,0.8721977254685642,True,1.0,True,0.9589512571830232,RandomForest
2,15,45,2,10,1.111111111,59,0.333333333,0,True,True,0.516701442022633,True,1.0,True,0.9456748732402932,RandomForest
2,31,43,1,15,0.833333333,229,0.666666667,5,False,True,0.8620815858754769,False,0.5,False,0.39203636202004494,RandomForest
3,8,10,2,4,1.25,26,0.0,2,True,True,0.7921120998812933,True,0.8,True,0.6230694133399439,RandomForest
2,51,0,3,26,0.731481481,237,0.75,6,True,True,0.9627554564926644,True,0.9,True,0.5840758773108295,RandomForest
2,23,0,10,11,0.642857143,271,1.0,2,False,False,0.2669548826295508,False,0.3,False,0.4050197605192575,RandomForest
2,14,33,1,11,0.9,66,0.75,2,True,True,0.5991839058297828,True,0.9,True,0.6312040358143245,RandomForest
1,62,15,2,6,0.644444444,785,1.0,0,True,False,0.4889700856842218,True,0.7,True,0.5623519241341327,RandomForest
2,47,195,3,27,0.875,484,0.833333333,5,True,True,0.923451715826512,True,0.8,True,0.7699435643052631,RandomForest
2,36,221,5,21,0.727272727,350,0.75,6,True,True,0.9194086506043782,True,1.0,True,0.8879699833321129,RandomForest
2,39,1,8,12,0.692307692,243,0.5,6,True,True,0.5878147084249338,False,0.5,True,0.5771564595532945,RandomForest
3,8,10,1,4,1.25,26,0.0,2,True,True,0.7954295069489971,True,0.8,True,0.8370834864247856,RandomForest
1,9,0,1,3,0.0,86,0.0,0,False,True,0.5009478904794671,False,0.1,False,0.4695055138632062,RandomForest
2,29,34,2,13,0.854166667,179,0.5,5,False,True,0.8564162267233231,True,0.8,True,0.724323826058515,RandomForest
2,23,66,2,11,0.805555556,140,0.666666667,6,True,True,0.8688246426930508,True,1.0,True,0.9370846663880029,RandomForest
2,13,36,2,9,1.125,62,0.0,0,True,True,0.5319131479033996,True,1.0,True,0.9135514787112706,RandomForest
1,56,60,25,12,1.0,415,0.25,0,True,False,0.3772414029792893,True,0.6,True,0.5291850374669033,RandomForest
1,20,9,2,7,0.833333333,173,1.0,0,True,False,0.3840172416044119,False,0.4,False,0.4935667278715209,RandomForest
2,14,45,2,10,1.111111111,63,0.333333333,0,True,True,0.5156181127926008,True,1.0,True,0.9313267614040058,RandomForest
2,21,49,2,9,0.933333333,107,0.333333333,6,True,True,0.8722081511796919,True,1.0,True,0.9587385623507516,RandomForest
2,108,1491,5,56,0.957965532,1287,0.487179487,6,True,True,0.9193843880521269,True,0.9,True,0.8660199245754752,RandomForest
1,4,6,3,4,2.0,4,0.0,0,False,False,0.03618409413533659,False,0.1,False,0.263375115132159,RandomForest
2,35,109,1,17,0.817460317,265,0.857142857,6,True,True,0.8949320569704718,True,1.0,True,0.8956588986418832,RandomForest
1,49,0,0,4,0.0,492,1.0,0,True,False,0.44674700652294347,False,0.5,False,0.3550271581001493,RandomForest
2,17,30,3,6,0.75,55,1.0,1,False,False,0.15798397635076747,False,0.0,False,0.4316537105723766,RandomForest
4,2,0,140,1,2.0,5,0.0,0,False,True,0.9662668296331144,False,0.2,False,0.4304131387316377,RandomForest
1,8,1,0,2,2.0,28,0.0,0,True,False,0.035433207055595835,False,0.0,False,0.12292696936154593,RandomForest
2,10,9,2,7,0.944444444,69,0.666666667,2,True,True,0.5793500488902995,True,0.9,True,0.6398398636683484,RandomForest
2,32,43,1,15,0.833333333,253,0.666666667,5,False,True,0.8651069342331085,False,0.2,False,0.21694491146127215,RandomForest
