dit,noc,cbo,lcom,ca,npm,cam,ic,cbm,amc,avg_cc,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble
3,3,9,37,3,4,0.3,1,1,10.27272727,0.8182,True,False,0.2584527959534466,False,0.4,False,0.2984923231077355,AdaBoost
1,0,8,300,3,27,0.13636363599999998,0,0,7.428571429,1.1429,False,False,0.47175049324446,True,0.7,False,0.4836006835496876,AdaBoost
2,2,20,93,7,9,0.2,1,1,19.61111111,0.9444,True,True,0.5607933904111657,True,0.9,True,0.5557507904584584,AdaBoost
2,0,2,7,0,6,0.314285714,1,1,4.285714286,0.7143,False,False,0.1607965693160209,False,0.2,False,0.13875294825317488,AdaBoost
2,1,56,2573,15,61,0.069256757,1,1,18.82666667,1.36,True,True,0.8634082855155875,False,0.4,True,0.6367773113598928,AdaBoost
2,0,9,10,3,5,0.36,1,1,5.0,0.6,False,False,0.14462649029284833,False,0.1,False,0.29136013292013,AdaBoost
2,1,45,992,2,42,0.093617021,0,0,15.72916667,1.2292,False,True,0.5418256479022684,True,0.6,True,0.5652087782251533,AdaBoost
1,0,8,16,0,7,0.267857143,0,0,18.625,1.0,False,False,0.2221432577238727,False,0.0,False,0.1941191101470912,AdaBoost
3,0,12,15,3,3,0.32857142899999997,1,2,20.85714286,1.2857,True,False,0.15192331711953866,False,0.2,False,0.3066964445884209,AdaBoost
3,0,17,8,3,3,0.314285714,1,1,57.8,5.0,False,True,0.6261014525419399,False,0.2,False,0.4685560015541103,AdaBoost
5,0,3,3,2,3,0.7777777779999999,0,0,4.333333333,0.0,False,False,0.23670745955713104,False,0.2,False,0.12509928828114314,AdaBoost
4,0,2,0,1,3,0.5,0,0,9.666666667000001,0.6667,False,False,0.2690540771837461,False,0.1,False,0.462715623629847,AdaBoost
3,0,9,8,0,3,0.4,1,2,15.4,1.2,False,False,0.1384347884746878,False,0.1,False,0.11389685277609445,AdaBoost
0,0,5,0,1,9,0.37037037,0,0,22.55555556,0.8889,False,False,0.1899924674342369,False,0.3,False,0.4165216194102869,AdaBoost
2,0,15,11,3,6,0.355555556,1,1,16.6,1.1,True,True,0.5026342706581073,False,0.5,False,0.4664417377609851,Voting
0,0,17,102,4,10,0.222222222,0,0,10.3125,1.125,False,False,0.19823070674904844,False,0.4,False,0.14346058469090686,AdaBoost
1,0,3,15,3,6,0.5555555560000001,0,0,0.0,1.0,False,False,0.19224883417765173,False,0.3,False,0.12440674250108492,AdaBoost
4,0,3,1,2,2,0.833333333,0,0,4.5,0.0,False,False,0.20508081226870875,False,0.2,False,0.12952242871643815,AdaBoost
3,0,9,26,1,9,0.307692308,1,1,16.15384615,1.3846,True,True,0.5716742853913617,False,0.5,False,0.3934301197403515,Voting
2,0,21,627,3,38,0.10526315800000001,0,0,7.368421053,1.0263,True,True,0.5772883703551309,False,0.3,False,0.3857960551968129,Voting
3,0,11,71,4,13,0.271428571,2,7,11.14285714,1.3571,False,False,0.050999292833084416,False,0.1,False,0.2793273056927168,AdaBoost
2,0,13,54,1,4,0.305555556,1,1,15.76923077,1.1538,True,False,0.1632123475719494,False,0.5,False,0.3179045050841466,AdaBoost
3,0,3,0,1,2,0.4375,2,3,20.25,1.25,False,False,0.4409150594845497,False,0.3,False,0.4189589845611781,AdaBoost
0,0,10,2,1,3,0.833333333,0,0,16.0,0.5,False,False,0.09598460606882003,False,0.0,False,0.11411018369046197,AdaBoost
1,4,5,9,5,5,0.5,0,0,2.666666667,0.6667,False,True,0.6950707130522575,False,0.1,False,0.2873822663791493,AdaBoost
2,0,12,22,3,8,0.303571429,0,0,6.375,0.625,False,False,0.2327235573989446,False,0.4,False,0.4754486275371331,AdaBoost
0,2,16,28,2,2,0.375,0,0,25.0,1.0,False,False,0.1920723709552428,False,0.2,False,0.28032540455855026,AdaBoost
1,0,10,0,5,5,0.44,0,0,21.2,1.2,False,False,0.2322429519504801,False,0.4,True,0.5621141868622591,AdaBoost
1,0,9,6,0,3,0.25,0,0,12.5,0.75,False,False,0.1887256100525936,False,0.1,False,0.1534938523476186,AdaBoost
2,1,5,8,3,4,0.583333333,0,0,4.6,0.6,False,False,0.21344217480215152,True,0.6,False,0.3986742797764246,AdaBoost
2,0,1,3,0,3,0.666666667,1,2,3.0,0.3333,False,False,0.07991711606305972,False,0.0,False,0.07280819935235773,AdaBoost
2,0,9,15,3,7,0.35714285700000004,1,20,4.8571428569999995,0.8571,False,False,0.00035168609246750423,False,0.0,False,0.024905255798403282,AdaBoost
2,0,8,3,1,1,0.75,1,1,4.333333333,0.3333,False,False,0.09314292160392318,False,0.1,False,0.1494452487152414,AdaBoost
1,0,1,1,1,2,1.0,0,0,0.0,1.0,False,False,0.12750562125434808,False,0.0,False,0.12658165211567282,AdaBoost
1,0,7,0,1,4,0.4166666670000001,0,0,17.25,0.5,False,True,0.5187596568106575,False,0.3,True,0.5212088522705868,RandomForest
2,0,17,289,1,25,0.13636363599999998,0,0,9.423076923,1.1154,False,False,0.4606420905515776,False,0.3,False,0.4480059766773956,AdaBoost
0,0,10,4,1,3,0.4375,0,0,19.0,2.25,False,False,0.3461938395753705,False,0.1,False,0.2842523384900604,AdaBoost
2,0,10,30,3,9,0.333333333,1,21,5.1111111110000005,0.8889,False,False,0.0002694185573066196,False,0.1,False,0.2407979799922822,AdaBoost
1,0,4,3,1,3,0.666666667,0,0,19.0,2.3333,False,False,0.3899515227167861,False,0.1,False,0.1282514535420844,AdaBoost
4,3,4,0,4,1,1.0,0,0,5.0,0.0,False,False,0.24374678126997384,False,0.3,False,0.15633674128766295,AdaBoost
3,0,8,6,4,3,0.5625,0,0,14.5,1.0,True,False,0.25692566126025423,False,0.5,False,0.35807700547844384,AdaBoost
4,0,9,30,1,9,0.355555556,2,3,7.222222222,0.5556,False,False,0.1120774939650258,False,0.1,False,0.04151058927332127,AdaBoost
3,0,9,11,3,3,0.4,1,1,6.0,0.6667,False,False,0.16665955204565205,False,0.1,False,0.1997487739322089,AdaBoost
1,0,12,1,2,1,0.666666667,1,1,36.0,0.5,False,False,0.4178371201158581,False,0.4,True,0.550554974185438,AdaBoost
1,0,1,0,1,1,1.0,0,0,0.0,1.0,False,False,0.12472702553975824,False,0.0,False,0.1187455646870962,AdaBoost
2,0,1,3,0,3,0.666666667,1,2,3.0,0.3333,False,False,0.07991711606305972,False,0.0,False,0.07280819935235773,AdaBoost
1,0,4,3,1,3,0.833333333,0,0,5.666666667,0.6667,False,False,0.1332877192032894,False,0.0,False,0.12360084913019585,AdaBoost
2,0,20,133,6,18,0.130952381,1,1,6.222222222,0.9444,False,False,0.2340804393397003,False,0.1,False,0.35573321317306955,AdaBoost
1,1,7,137,1,16,0.15789473699999998,0,0,8.315789473999999,1.0,True,True,0.6296111210080814,True,0.7,True,0.5739027608499507,AdaBoost
4,0,4,6,1,8,0.34375,1,1,9.875,1.25,False,True,0.5850068590823859,False,0.4,False,0.4273358634029844,AdaBoost
3,0,5,0,1,1,0.5,1,1,6.666666667,0.6667,True,False,0.15692802720902976,False,0.1,False,0.25980094126521724,AdaBoost
6,0,3,0,1,4,0.4375,0,0,9.5,0.75,False,False,0.29850173190816337,False,0.1,False,0.4254304076479198,AdaBoost
1,0,5,0,4,1,1.0,0,0,0.0,1.0,False,False,0.12490856102006373,False,0.0,False,0.07825474739587067,AdaBoost
4,0,16,297,3,17,0.166144201,1,1,25.0,2.7333,True,True,0.578943270727129,True,0.6,True,0.5586417007567746,AdaBoost
1,0,6,0,6,1,1.0,0,0,0.0,1.0,False,False,0.12921740874577667,False,0.0,False,0.08528703448765207,AdaBoost
1,0,14,7,2,3,0.4,1,1,34.0,0.6667,False,False,0.10745425449824204,False,0.1,False,0.2765970964500569,AdaBoost
1,0,1,0,1,0,0.0,0,0,0.0,0.0,False,False,0.17711267966397434,False,0.0,False,0.08587461609079937,AdaBoost
2,0,6,18,1,6,0.314285714,1,1,18.375,0.75,False,False,0.16660304524784636,False,0.2,False,0.4250750950608447,AdaBoost
5,0,25,0,24,4,0.5,0,0,11.5,1.0,True,True,0.7254799807477759,False,0.3,False,0.417082584662416,Voting
2,1,25,220,8,16,0.14229249,1,1,17.0,1.5833,False,True,0.6648127961467307,True,0.8,True,0.5946659752767707,AdaBoost
3,16,21,4,17,3,0.5,1,3,9.2,1.2,True,True,0.9184335857557194,False,0.5,False,0.4089966454347667,Voting
3,0,4,3,0,1,0.7777777779999999,1,1,10.0,0.6667,False,False,0.13370038813353435,False,0.0,False,0.4201794770506577,AdaBoost
1,0,3,1,2,2,0.75,0,0,2.0,0.5,False,False,0.4701524540241798,False,0.2,False,0.18757471494002573,AdaBoost
2,1,6,29,5,14,0.535714286,0,0,10.78571429,1.2857,False,False,0.3333675132124593,False,0.5,False,0.4345416966183626,AdaBoost
1,0,5,3,2,3,0.5555555560000001,0,0,5.0,0.6667,False,False,0.16701102605847085,False,0.1,False,0.3569876314484837,AdaBoost
1,0,8,25,1,9,0.311111111,0,0,7.2,1.0,False,False,0.221350953996009,False,0.5,False,0.44233099639341616,AdaBoost
3,0,37,168,8,13,0.192857143,2,3,11.47619048,1.0952,False,False,0.08385578458957471,False,0.2,False,0.275931781788053,AdaBoost
1,0,7,6,4,5,0.46666666700000003,0,0,4.8,0.8,False,False,0.1902862960476317,False,0.0,False,0.1233056296357167,AdaBoost
4,0,5,17,2,7,0.327272727,1,2,8.545454545,1.0,True,True,0.5207615869650256,False,0.5,False,0.3023875811943237,Voting
1,0,8,3,5,2,0.583333333,0,0,63.33333333,5.6667,False,True,0.6366093186382629,True,0.6,False,0.424794004681316,AdaBoost
1,0,6,0,5,1,1.0,0,0,0.0,1.0,False,False,0.12588139735155074,False,0.0,False,0.08008628612976887,AdaBoost
5,0,1,0,0,3,0.5,0,0,10.25,0.75,False,False,0.28601633308464264,False,0.2,False,0.3673091338397549,AdaBoost
1,0,448,325,446,26,0.157692308,0,0,0.0,1.0,True,True,0.9988154863543682,True,0.9,True,0.8605640345767382,AdaBoost
0,0,2,1,1,2,1.0,0,0,2.5,0.5,False,False,0.08440899196812064,False,0.0,False,0.12918926894855726,AdaBoost
1,0,5,495,1,34,0.134803922,0,0,6.852941176,1.2647,False,True,0.903467857288872,False,0.5,False,0.4704062296692732,AdaBoost
1,0,9,3,7,3,1.0,0,0,0.0,1.0,False,False,0.13140654470208268,False,0.5,False,0.3700202170371361,AdaBoost
3,0,23,0,1,2,0.4375,1,1,52.75,2.25,False,False,0.24280095309217414,False,0.2,False,0.1859722505804651,AdaBoost
5,0,3,6,1,3,0.36,0,0,11.8,1.0,True,False,0.30537187799607396,False,0.2,False,0.4390104632665064,AdaBoost
1,0,6,3,1,2,0.4166666670000001,0,0,10.0,1.0,True,False,0.1953751350234033,False,0.2,False,0.2340198331976824,AdaBoost
1,0,9,22,1,5,0.265625,0,0,13.66666667,1.2222,False,False,0.2287400934856741,False,0.3,False,0.3825058776266333,AdaBoost
1,3,3,0,3,4,0.625,0,0,6.5,0.75,False,False,0.2609304611863332,False,0.2,False,0.4196648501408233,AdaBoost
2,0,12,9,8,5,0.3666666670000001,0,0,6.5,0.6667,False,False,0.2385956022779391,True,0.6,False,0.3751760728430345,AdaBoost
3,0,24,1527,7,53,0.13362069,1,2,9.084745762999999,1.2034,True,True,0.9014222148666612,False,0.2,False,0.35377445909344984,Voting
1,0,6,0,1,2,0.625,0,0,14.0,0.5,True,False,0.4897885241334112,True,0.8,True,0.5580352545200632,AdaBoost
4,0,3,15,0,6,0.444444444,2,2,5.166666667,0.5,False,False,0.13327429860839615,False,0.0,False,0.0533844326492168,AdaBoost
4,0,10,27,3,10,0.32,2,3,7.5,0.9,False,False,0.1346079404525061,False,0.0,False,0.05381303426594061,AdaBoost
2,0,5,15,1,5,0.433333333,1,3,12.42857143,1.0,False,False,0.0887367313208433,False,0.3,False,0.271305643774712,AdaBoost
1,0,14,53,2,11,0.23076923100000002,0,0,13.78571429,1.3571,True,False,0.2717126571387456,False,0.3,False,0.33723725745488226,AdaBoost
1,0,1,25,1,11,0.409090909,0,0,8.181818182,1.2727,False,False,0.21174157248468253,False,0.3,False,0.3979953868407272,AdaBoost
2,0,7,0,1,5,0.35714285700000004,1,1,20.42857143,1.2857,True,False,0.16615088997112748,False,0.2,False,0.3373498060662505,AdaBoost
3,0,17,1,2,4,0.444444444,1,1,25.66666667,0.8333,False,False,0.15127038673378368,False,0.2,False,0.34541318875443666,AdaBoost
1,0,7,0,1,2,0.6,0,0,22.33333333,2.0,False,False,0.18812761235350894,True,0.6,False,0.441811267106829,AdaBoost
1,0,0,0,0,1,1.0,0,0,0.0,1.0,False,False,0.10514747239505412,False,0.0,False,0.05910771412937137,AdaBoost
6,0,3,0,1,1,1.0,0,0,12.0,0.0,False,False,0.20764749966647966,False,0.0,False,0.14680953531338578,AdaBoost
4,0,3,0,3,3,0.45,0,0,7.75,0.75,False,False,0.23755796435044865,True,0.8,False,0.4289398603396295,AdaBoost
2,0,10,79,3,13,0.314285714,0,0,7.2,1.0,False,False,0.2343370649923274,False,0.3,False,0.4095313626804693,AdaBoost
1,0,2,1,2,2,1.0,0,0,0.0,1.0,True,False,0.11045270069030616,False,0.0,False,0.2536741374001872,AdaBoost
1,0,6,1,6,2,1.0,0,0,0.0,1.0,False,False,0.11477662749551375,False,0.0,False,0.08537559902187017,AdaBoost
4,2,21,54,12,7,0.333333333,0,0,5.833333333,0.5,False,False,0.2869071608022261,False,0.2,False,0.373539934006843,AdaBoost
1,0,4,0,3,1,1.0,0,0,0.0,1.0,False,False,0.10660190108188726,False,0.0,False,0.04531400588500538,AdaBoost
3,6,12,75,6,11,0.20535714300000002,1,1,10.4,0.9333,True,True,0.8844941235682593,True,0.6,True,0.5098442137942877,AdaBoost
2,0,8,15,3,7,0.35714285700000004,1,20,5.857142857,0.8571,False,False,0.0002184070177550469,False,0.0,False,0.11827038858013375,AdaBoost
3,0,16,157,4,18,0.215277778,1,1,4.526315789,0.7895,False,False,0.23241201868964756,False,0.1,False,0.2645360286374163,AdaBoost
1,0,14,1708,1,49,0.12222222199999999,0,0,12.19672131,1.2131,False,True,0.5815029750076633,False,0.2,True,0.5328908966772197,RandomForest
1,0,4,0,3,1,1.0,0,0,0.0,1.0,False,False,0.10660190108188726,False,0.0,False,0.04531400588500538,AdaBoost
1,0,16,283,5,14,0.157342657,0,0,13.85185185,1.5556,True,True,0.5955793524382836,False,0.2,False,0.3557791441576611,Voting
1,0,5,0,1,5,0.5,0,0,6.6,0.6,True,False,0.13587922541842934,False,0.3,True,0.5359091050283654,AdaBoost
4,0,11,33,2,14,0.3,1,1,10.64285714,1.2857,False,True,0.5932574244978952,False,0.5,False,0.4427675199958484,AdaBoost
0,0,10,2,1,3,0.833333333,0,0,16.0,0.5,False,False,0.07287061171278088,False,0.0,False,0.07410572707517031,AdaBoost
1,0,0,0,0,1,1.0,0,0,0.0,1.0,False,False,0.10514747239505412,False,0.0,False,0.05910771412937137,AdaBoost
1,0,8,60,0,12,0.10416666699999999,0,0,4.25,0.9167,False,False,0.19261474548651414,False,0.1,False,0.4633572522196404,AdaBoost
1,0,6,1,0,2,0.75,0,0,10.5,0.5,False,False,0.4344050477357868,False,0.3,False,0.4926944131430032,AdaBoost
2,0,6,9,1,6,0.444444444,1,20,4.5,0.8333,False,False,0.0001885109617676205,False,0.0,False,0.2262182964003477,AdaBoost
3,0,7,24,1,6,0.333333333,0,0,13.11111111,0.6667,False,False,0.21593327500463905,False,0.5,False,0.32906252701819555,AdaBoost
3,0,3,1,1,1,0.666666667,1,1,5.0,0.5,False,False,0.12899834498009305,False,0.1,False,0.09196937357322794,AdaBoost
2,0,2,9,1,6,0.4166666670000001,0,0,6.333333333,0.8333,False,False,0.19405940274852185,False,0.0,False,0.15215747124026374,AdaBoost
2,14,26,3,22,7,0.5,1,1,7.0,0.8,True,True,0.9365974455555556,False,0.4,False,0.4463274323011143,Voting
3,0,8,9,4,4,0.375,2,4,17.33333333,1.3333,False,False,0.09757407152360527,False,0.2,False,0.4433958426484087,AdaBoost
1,0,0,0,0,1,1.0,0,0,0.0,1.0,False,False,0.10514747239505412,False,0.0,False,0.05910771412937137,AdaBoost
1,0,38,18,3,9,0.333333333,0,0,18.92307692,0.8462,False,False,0.20474741848660014,False,0.3,False,0.3768427743426868,AdaBoost
1,0,6,0,4,1,1.0,0,0,0.0,1.0,False,False,0.10612624688906667,False,0.0,False,0.04152832030021672,AdaBoost
1,0,3,15,0,5,0.291666667,0,0,6.5,0.8333,False,False,0.1603662610718081,False,0.2,False,0.148172085616845,AdaBoost
1,0,0,0,0,0,0.0,0,0,0.0,0.0,False,False,0.12269321040975095,False,0.0,False,0.040965056652513314,AdaBoost
3,0,10,1,2,3,0.5,0,0,17.0,1.0,True,False,0.2064268845565402,False,0.5,False,0.4737522279681934,AdaBoost
1,0,4,3,1,3,0.533333333,0,0,15.0,0.6667,False,False,0.13371324517574892,False,0.1,False,0.2979096364502831,AdaBoost
3,0,7,0,1,3,0.45833333299999995,1,1,9.0,0.8333,False,False,0.15914659453881355,False,0.4,False,0.40064114472395795,AdaBoost
1,0,8,0,8,1,1.0,0,0,0.0,1.0,False,False,0.11364284282292572,False,0.1,False,0.062397445775819425,AdaBoost
3,0,10,0,2,2,0.3,1,1,10.85714286,0.7143,False,False,0.15865850870628626,False,0.4,False,0.15074904598644895,AdaBoost
2,0,3,4,2,2,0.444444444,1,1,17.0,0.5,False,False,0.12505981117624038,False,0.3,False,0.1971759850498736,AdaBoost
1,0,7,30,1,5,0.375,0,0,9.222222222000001,0.6667,False,False,0.1442195473393367,False,0.1,False,0.4034756527809466,AdaBoost
1,0,6,10,1,8,0.333333333,0,0,19.22222222,1.8889,False,False,0.23469379820043898,False,0.5,False,0.42155479680238617,AdaBoost
1,0,23,181,3,22,0.123376623,0,0,12.27272727,1.4091,True,True,0.6805437388301669,True,0.7,False,0.3941574026482142,AdaBoost
1,0,4,3,0,3,0.833333333,0,0,5.0,0.6667,False,False,0.10539914344545216,False,0.0,False,0.019226468812560932,AdaBoost
4,0,10,3,3,9,0.283333333,2,3,9.6,0.9,False,False,0.1530802844209964,False,0.2,False,0.40418162024545373,AdaBoost
1,0,7,4,5,5,0.7,0,0,4.8,0.8,False,False,0.13564833696899556,False,0.0,False,0.239858390542797,AdaBoost
1,0,4,10,0,5,0.36,0,0,4.6,0.8,False,False,0.15128035128202355,False,0.0,False,0.05712073853788158,AdaBoost
2,0,6,56,2,7,0.260416667,1,2,10.75,1.0833,False,False,0.13235139550313388,False,0.5,True,0.5075443483332667,AdaBoost
4,0,7,24,4,9,0.444444444,2,2,5.555555556,0.4444,False,False,0.16277222631306704,False,0.0,False,0.29786998840845075,AdaBoost
4,0,6,0,6,2,0.75,0,0,8.5,0.5,False,False,0.20314848447031644,False,0.5,False,0.3773259624672745,AdaBoost
2,0,8,52,1,11,0.321428571,0,0,14.23076923,0.5385,False,False,0.20224185824597884,False,0.4,False,0.429583295152154,AdaBoost
1,1,7,75,1,12,0.276190476,0,0,8.0,1.0,True,True,0.5420406786167317,True,0.6,True,0.5369155687680617,AdaBoost
2,0,11,0,2,3,0.46666666700000003,1,2,23.66666667,1.1667,True,False,0.4395655100519771,False,0.3,False,0.4684309892252661,AdaBoost
1,0,5,24,3,7,0.541666667,0,0,7.25,1.25,False,False,0.17607062355592287,False,0.3,False,0.32563612370068884,AdaBoost
1,0,9,12,3,7,0.275,0,0,23.33333333,1.3333,False,True,0.5275131496771707,True,0.8,True,0.5942681246813483,AdaBoost
2,0,2,0,2,1,1.0,0,0,3.0,0.0,False,False,0.09822598760784618,False,0.3,False,0.1256923806664458,AdaBoost
2,0,11,0,7,4,0.5,0,0,7.75,0.5,False,True,0.5011484680662471,True,0.7,True,0.5814249220382313,AdaBoost
3,0,6,3,1,2,0.666666667,1,1,6.333333333,0.3333,False,False,0.4547821397887944,False,0.1,False,0.3195855063581981,AdaBoost
3,0,38,320,3,20,0.17595307899999998,2,3,24.6875,1.7813,False,False,0.14999472716652526,False,0.3,False,0.4904774327868683,AdaBoost
1,0,22,1,22,2,0.833333333,0,0,0.0,1.0,True,False,0.15504246959159598,False,0.1,False,0.026738984865961626,AdaBoost
4,0,9,21,2,7,0.39285714299999996,3,4,7.142857143,0.7143,False,False,0.10022334903998867,False,0.1,False,0.24788942502468,AdaBoost
3,0,12,42,2,8,0.233766234,1,1,9.0,0.8333,True,False,0.18606156397596746,False,0.4,False,0.3650313436053387,AdaBoost
1,0,22,6,20,4,0.4,0,0,0.0,1.0,True,False,0.1994101714482942,False,0.0,False,0.1540812005197506,AdaBoost
1,0,13,39,5,11,0.272727273,0,0,7.818181817999999,0.9091,False,True,0.5241144012013716,False,0.5,False,0.3960546873564553,AdaBoost
1,0,0,0,0,0,0.0,0,0,0.0,0.0,False,False,0.12269321040975095,False,0.0,False,0.040965056652513314,AdaBoost
3,0,3,13,0,4,0.375,1,1,4.5,1.0,False,True,0.5109317688807821,False,0.0,False,0.19390842991534887,AdaBoost
2,0,9,159,4,15,0.233082707,1,3,4.473684211,0.8421,False,False,0.1180090404544364,False,0.0,False,0.16193908187498432,AdaBoost
1,1,6,0,1,6,0.30952381,0,0,5.333333333,0.8333,True,False,0.1709111377445491,True,0.6,False,0.3296854113359624,RandomForest
1,0,0,0,0,1,1.0,0,0,0.0,1.0,False,False,0.10514747239505412,False,0.0,False,0.05910771412937137,AdaBoost
1,17,49,279,39,21,0.205128205,0,0,12.88461538,1.3846,False,True,0.9835520765097872,True,1.0,True,0.7998189842992951,AdaBoost
0,0,4,3,1,3,0.4166666670000001,0,0,20.66666667,1.6667,False,False,0.1573558655526395,False,0.1,False,0.1338291946201335,AdaBoost
1,0,60,1,60,2,0.833333333,0,0,0.0,1.0,False,True,0.5201941943232676,False,0.2,True,0.5279761816615499,RandomForest
1,0,10,1,5,3,0.5,0,0,7.333333333,0.3333,True,False,0.4551288160318038,False,0.1,False,0.39616902139488586,AdaBoost
1,0,0,0,0,1,1.0,0,0,0.0,1.0,False,False,0.10514747239505412,False,0.0,False,0.05910771412937137,AdaBoost
1,0,1,22,1,8,0.45833333299999995,0,0,5.125,0.875,False,False,0.16934765356252754,False,0.1,False,0.26441925531811405,AdaBoost
4,0,7,13,1,10,0.375,1,1,7.0,0.8,False,False,0.2186093743000189,False,0.0,False,0.11950863871053298,AdaBoost
2,0,7,0,1,4,0.4,0,0,18.0,1.0,True,False,0.18987744177899016,False,0.3,True,0.5142303527758947,AdaBoost
2,0,11,123,1,18,0.161111111,0,0,6.722222222,0.9444,False,False,0.2688845483054996,True,0.6,True,0.5402030453791784,Voting
1,1,16,437,1,28,0.13399503699999998,0,0,7.0,1.0,True,False,0.4688409816408055,True,0.8,False,0.4729976653858251,RandomForest
3,0,40,0,1,4,0.222222222,1,1,54.77777778,0.8889,False,False,0.12216273051123265,False,0.3,False,0.2620428003538565,AdaBoost
2,0,9,124,4,13,0.235294118,1,3,4.7647058819999994,0.8235,False,False,0.11143770089367876,False,0.0,False,0.1934052483346327,AdaBoost
1,0,2,1,1,1,0.75,0,0,2.5,0.5,False,False,0.10322157871600293,False,0.1,False,0.09787900517481747,AdaBoost
2,0,12,0,2,4,0.5,1,2,23.4,1.4,False,False,0.1152685582347352,False,0.3,False,0.4882396172055855,AdaBoost
1,0,0,0,0,1,1.0,0,0,0.0,1.0,False,False,0.10514747239505412,False,0.0,False,0.05910771412937137,AdaBoost
3,0,5,71,1,13,0.29333333300000003,2,6,9.6,1.1333,False,False,0.06914860174384949,False,0.2,False,0.3084767624905592,AdaBoost
1,0,7,6,6,4,0.583333333,0,0,0.0,1.0,True,False,0.1489610833138306,False,0.1,False,0.37668456809405376,AdaBoost
1,0,3,0,0,4,0.5,0,0,7.25,1.0,False,False,0.1511792725502635,False,0.2,False,0.21611838141299602,AdaBoost
1,32,37,63,34,7,0.37777777799999995,0,0,14.46666667,1.4667,True,True,0.6608384689688617,True,0.9,True,0.6904119605052352,AdaBoost
1,0,11,10,6,4,0.28,0,0,7.2,0.8,False,False,0.16000204608054586,False,0.5,False,0.38452827746005536,AdaBoost
1,0,11,9,1,3,0.333333333,0,0,30.33333333,1.3333,False,False,0.4927482378332888,False,0.2,False,0.4465130402813196,AdaBoost
1,0,5,0,5,1,1.0,0,0,0.0,1.0,False,False,0.1102758259208794,False,0.0,False,0.042104761005232014,AdaBoost
1,0,3,0,1,3,0.666666667,0,0,5.666666667,0.6667,False,False,0.12188853448360686,False,0.0,False,0.17714045983901647,AdaBoost
3,0,15,50,2,9,0.333333333,1,1,11.83333333,1.1667,False,False,0.19719286648247206,True,0.6,True,0.5506656584785921,Voting
5,0,4,4,0,3,0.4,1,1,8.0,0.75,False,False,0.21707264158864809,False,0.0,False,0.23809355853697495,AdaBoost
6,0,3,7,1,5,0.4166666670000001,0,0,11.66666667,1.1667,False,True,0.6254263069808511,False,0.4,False,0.4710884916243217,AdaBoost
2,0,5,7,1,2,0.36,1,1,8.5,0.8333,True,False,0.13550599610068292,False,0.2,False,0.4145897013616725,AdaBoost
1,0,2,10,0,4,0.333333333,0,0,15.2,0.8,False,False,0.16856614398640138,False,0.2,False,0.0982780280401352,AdaBoost
5,2,6,3,5,3,0.7777777779999999,0,0,4.333333333,0.0,False,False,0.2486737775276913,False,0.2,False,0.3797408558207508,AdaBoost
1,0,52,630,24,33,0.13888888900000002,0,0,8.5,1.2778,True,True,0.9020483571410096,True,0.8,True,0.5473761281894411,AdaBoost
2,0,15,25,6,14,0.27380952399999997,0,0,6.642857143,1.0714,False,False,0.2541400402668264,False,0.2,False,0.4044818182444544,AdaBoost
1,0,5,0,4,1,1.0,0,0,0.0,1.0,False,False,0.09883331657363983,False,0.0,False,0.045231510690347095,AdaBoost
1,0,16,1,12,1,0.5,0,0,10.5,0.5,False,False,0.14831136460191782,False,0.3,False,0.3317469250477064,AdaBoost
1,0,4,0,2,2,0.666666667,0,0,9.0,1.0,False,False,0.4675093230812133,False,0.2,False,0.3381323578372918,AdaBoost
1,0,7,44,1,12,0.240740741,0,0,18.75,0.8333,False,True,0.5348707144889808,False,0.5,False,0.4249479941219295,AdaBoost
0,0,15,39,0,12,0.23076923100000002,0,0,9.785714286000001,1.3571,False,False,0.17010800916572408,False,0.1,False,0.3271997533683636,AdaBoost
0,0,8,1,1,2,0.75,0,0,12.33333333,0.3333,False,False,0.07631571649975306,False,0.0,False,0.07369443071458598,AdaBoost
2,0,10,3,4,2,0.666666667,1,3,34.33333333,4.0,True,False,0.4403065281176217,True,0.8,True,0.6139285937822989,AdaBoost
4,0,11,21,4,7,0.39285714299999996,3,4,5.428571429,0.5714,False,False,0.06490128341423586,False,0.0,False,0.033362926979344766,AdaBoost
1,0,2,6,0,3,0.5625,0,0,8.25,1.0,False,False,0.14598732312580376,False,0.3,False,0.2905889397726216,AdaBoost
0,0,3,1,0,2,0.666666667,0,0,6.0,0.5,False,False,0.08610824621140699,False,0.0,False,0.18000550559315426,AdaBoost
1,0,9,4,1,2,0.666666667,0,0,27.0,1.5,False,False,0.15021758940486005,False,0.1,False,0.1008556863369318,AdaBoost
2,1,15,28,3,11,0.24175824199999998,0,0,8.0,0.7692,False,False,0.2375622905823239,False,0.5,True,0.5515436039807255,AdaBoost
5,0,5,0,2,3,0.5,0,0,5.333333333,0.6667,False,True,0.5962917007018167,True,0.6,True,0.5315682416770527,AdaBoost
2,0,7,1,0,2,0.6,1,1,23.0,2.0,True,False,0.15635831749612367,False,0.1,False,0.08747922871007445,AdaBoost
1,0,5,6,0,4,0.75,0,0,3.5,0.75,False,False,0.11531445945121938,False,0.0,False,0.08540605019343442,AdaBoost
