wmc,lcom,ce,mfa,cam,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble,PredictedEnsemble,DSE_Prediction,DSE_Pred_Prob
3,3,3,0.984615385,0.5,False,False,0.056561063230296436,False,0.0,False,0.049951908490451766,Voting,Voting,False,0.056561063230296436
7,9,14,0.857142857,0.326530612,False,True,0.7154339638130924,False,0.4,True,0.5341019527969418,RandomForest,RandomForest,False,0.4
7,9,11,0.857142857,0.387755102,False,True,0.57176804380835,True,0.7,True,0.5426026826394105,Voting,Voting,True,0.57176804380835
0,0,0,0.0,0.0,False,False,0.3521377273612258,True,0.6133333333333333,True,0.500703163566512,Voting,Voting,False,0.3521377273612258
3,3,2,0.0,0.5555555560000001,False,False,0.12272994919704375,False,0.1,False,0.16062777427991073,Voting,Voting,False,0.12272994919704375
24,0,1,0.0,0.3125,False,False,0.29031546977786377,False,0.1,False,0.32107377661307274,Voting,Voting,False,0.29031546977786377
3,3,3,0.967741935,0.533333333,False,False,0.054491395747075205,False,0.0,False,0.06073129998490269,Voting,Voting,False,0.054491395747075205
6,0,6,0.0,0.458333333,False,False,0.2179445147944787,False,0.3,False,0.2160024712785054,Voting,Voting,False,0.2179445147944787
9,24,9,0.529411765,0.296296296,True,False,0.24654969390401285,True,0.6,True,0.5269542989155211,Voting,Voting,False,0.24654969390401285
40,780,16,0.0,0.1875,True,True,0.9701182833167192,True,1.0,True,0.7442001333479321,Voting,Voting,True,0.9701182833167192
6,0,6,0.736842105,0.5277777779999999,True,False,0.12000309909800096,False,0.3,False,0.3694881283440276,Voting,Voting,False,0.12000309909800096
4,0,0,0.0,0.625,False,False,0.07910569903408705,False,0.1,False,0.14904120776264754,Voting,Voting,False,0.07910569903408705
17,136,2,0.0,0.210084034,True,False,0.2769138145273088,False,0.2,False,0.44451234077996393,Voting,Voting,False,0.2769138145273088
15,51,22,0.8478260870000001,0.373333333,False,True,0.6550783806031104,True,0.6,True,0.5104265140290916,Voting,Voting,True,0.6550783806031104
0,0,4,0.0,0.0,False,False,0.4230788565621412,True,0.6133333333333334,False,0.4959659303388224,Voting,Voting,False,0.4230788565621412
4,6,5,0.0,0.5,False,True,0.5246229610644823,False,0.3,False,0.464910898748567,Voting,Voting,True,0.5246229610644823
5,8,7,0.909090909,0.4,True,False,0.4740499857800033,False,0.3,True,0.5557424201004599,AdaBoost,AdaBoost,True,0.5557424201004599
25,300,7,0.0,0.24,True,True,0.5604663312074948,False,0.4,False,0.4908305627662712,Voting,Voting,True,0.5604663312074948
3,3,4,0.0,0.583333333,True,False,0.4905808195002948,False,0.4,False,0.4960828758495256,Voting,Voting,False,0.4905808195002948
7,0,2,0.0,0.857142857,False,False,0.07853723550139859,False,0.1,False,0.21067979499610398,Voting,Voting,False,0.07853723550139859
