wmc,cbo,rfc,ce,npm,loc,moa,amc,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble,PredictedEnsemble,DSE_Prediction,DSE_Pred_Prob
9,3,11,1,9,60,0,5.1111111110000005,False,False,0.0541805029935612,False,0.2,False,2.2204460492503185e-16,RandomForest,RandomForest,False,0.2
3,11,3,3,3,3,0,0.0,False,False,0.06264890504291226,False,0.0,False,2.2204460492503185e-16,RandomForest,RandomForest,False,0.0
5,8,5,0,5,5,0,0.0,False,False,0.06832222413828246,False,0.1,False,0.2,RandomForest,RandomForest,False,0.1
3,4,5,1,3,18,0,5.0,False,False,0.06142701567254935,False,0.0,False,2.2204460492503185e-16,RandomForest,RandomForest,False,0.0
3,3,3,1,3,3,0,0.0,False,False,0.05737660010503495,False,0.0,False,2.2204460492503185e-16,RandomForest,RandomForest,False,0.0
28,11,72,10,18,719,0,23.57142857,True,True,0.6840106100869164,False,0.4,False,0.4000000000000001,Voting,Voting,True,0.6840106100869164
14,10,34,0,13,207,0,13.21428571,False,False,0.12104442554676832,False,0.2,False,0.4000000000000001,RandomForest,RandomForest,False,0.2
5,9,20,6,5,89,1,16.4,False,False,0.08629186393122351,False,0.1,False,0.10000000000000002,RandomForest,RandomForest,False,0.1
4,6,4,0,4,4,0,0.0,True,False,0.06544316822337014,False,0.0,False,2.2204460492503185e-16,RandomForest,RandomForest,False,0.0
1,4,2,3,1,11,0,8.0,False,False,0.0811735194564137,False,0.0,False,2.2204460492503185e-16,RandomForest,RandomForest,False,0.0
9,5,29,3,6,157,0,16.22222222,False,False,0.12679049738833845,False,0.1,False,0.10000000000000002,RandomForest,RandomForest,False,0.1
1,8,1,2,1,1,0,0.0,False,False,0.08863566109324768,False,0.0,False,2.2204460492503185e-16,RandomForest,RandomForest,False,0.0
12,10,64,10,7,444,1,35.75,True,True,0.5587993670732485,True,0.8,True,0.7101020514433645,RandomForest,RandomForest,True,0.8
4,6,38,4,2,242,0,59.25,False,False,0.11826807881629647,False,0.0,False,4.967053706610929e-09,RandomForest,RandomForest,False,0.0
2,34,2,1,2,7,0,0.0,False,False,0.12115829511527285,False,0.0,False,4.967053706610929e-09,RandomForest,RandomForest,False,0.0
17,6,39,4,17,165,1,8.588235294,False,False,0.1018734204616545,False,0.2,False,2.2204460492503185e-16,RandomForest,RandomForest,False,0.2
3,5,3,2,3,3,0,0.0,False,False,0.08251640034616985,False,0.0,False,2.2204460492503185e-16,RandomForest,RandomForest,False,0.0
16,8,27,0,16,175,0,9.5,True,False,0.08023020756387203,False,0.4,False,0.2,RandomForest,RandomForest,False,0.4
19,6,64,6,18,636,1,32.15789474,False,True,0.5113624055474527,False,0.3,True,0.5505102572168219,RandomForest,RandomForest,False,0.3
6,6,13,3,6,55,1,7.833333333,False,False,0.0877922013823275,False,0.0,False,2.2204460492503185e-16,RandomForest,RandomForest,False,0.0
6,8,23,0,6,143,0,22.5,False,False,0.09190807827503088,False,0.2,False,7.450580541412699e-09,RandomForest,RandomForest,False,0.2
4,7,10,5,1,27,1,5.5,False,False,0.12206771461492626,False,0.0,False,4.967053706610929e-09,RandomForest,RandomForest,False,0.0
2,4,4,3,2,30,0,11.5,False,False,0.07923806313079013,False,0.0,False,2.2204460492503185e-16,RandomForest,RandomForest,False,0.0
30,37,68,9,27,513,3,15.86666667,False,True,0.838749686816484,False,0.2,False,0.44948974278317816,RandomForest,RandomForest,False,0.2
10,20,61,16,9,192,0,18.2,False,True,0.5590184307065255,False,0.4,False,0.4449944320643648,RandomForest,RandomForest,False,0.4
8,6,41,0,5,204,0,24.375,False,False,0.14415262276764831,False,0.1,False,0.14285714285714285,RandomForest,RandomForest,False,0.1
2,6,13,6,2,46,0,22.0,False,False,0.09245043449870098,False,0.0,False,7.450580541412699e-09,RandomForest,RandomForest,False,0.0
4,2,6,1,3,23,1,4.5,False,False,0.08513905200130084,False,0.0,False,2.2204460492503185e-16,RandomForest,RandomForest,False,0.0
2,24,2,0,2,2,0,0.0,False,False,0.10503196349519957,False,0.0,False,2.2204460492503185e-16,RandomForest,RandomForest,False,0.0
10,9,44,0,9,176,0,16.2,False,False,0.13404629280941574,False,0.2,False,4.967053706610929e-09,RandomForest,RandomForest,False,0.2
1,3,2,1,1,5,0,4.0,False,False,0.08016808138117536,False,0.0,False,2.2204460492503185e-16,RandomForest,RandomForest,False,0.0
7,3,12,1,7,77,4,9.285714286000001,False,False,0.09107420079209094,False,0.1,False,9.755099778201686e-09,RandomForest,RandomForest,False,0.1
6,6,40,4,5,227,0,36.66666667,False,False,0.12496614494411035,False,0.1,False,0.44948974278317816,RandomForest,RandomForest,False,0.1
1,5,1,1,1,1,0,0.0,False,False,0.08371470433408716,False,0.0,False,2.2204460492503185e-16,RandomForest,RandomForest,False,0.0
4,6,14,3,4,74,0,17.0,False,False,0.08803579975328017,False,0.1,False,4.967053706610929e-09,RandomForest,RandomForest,False,0.1
3,7,18,6,3,87,2,27.0,False,False,0.09791324348598067,False,0.0,False,2.2204460492503185e-16,RandomForest,RandomForest,False,0.0
30,26,132,25,13,1096,0,35.43333333,False,True,0.9920182773386956,True,0.7,True,0.7860612308660185,RandomForest,RandomForest,True,0.7
3,7,12,6,3,64,1,19.33333333,False,False,0.092020719349264,False,0.0,False,7.450580541412699e-09,RandomForest,RandomForest,False,0.0
6,11,13,2,6,44,1,6.0,False,False,0.09380680580968677,False,0.0,False,2.2204460492503185e-16,RandomForest,RandomForest,False,0.0
1,6,1,2,1,1,0,0.0,False,False,0.0862291477852924,False,0.0,False,2.2204460492503185e-16,RandomForest,RandomForest,False,0.0
13,8,32,0,13,134,0,9.076923077,False,False,0.09625684319611312,False,0.4,False,0.5,RandomForest,RandomForest,False,0.4
13,13,14,2,12,24,1,0.615384615,False,False,0.08964450160576404,False,0.0,False,4.967053706610929e-09,RandomForest,RandomForest,False,0.0
3,10,3,3,3,3,0,0.0,False,False,0.08982930956092954,False,0.0,False,2.2204460492503185e-16,RandomForest,RandomForest,False,0.0
1,14,2,1,1,4,0,3.0,False,False,0.09409331677349583,False,0.0,False,2.2204460492503185e-16,RandomForest,RandomForest,False,0.0
2,6,2,2,2,2,0,0.0,False,False,0.07056071522733337,False,0.0,False,0.182098097996464,RandomForest,RandomForest,False,0.0
48,16,109,15,39,719,5,13.77083333,True,True,0.5727649632290172,False,0.5,False,0.45214887284204797,Voting,Voting,True,0.5727649632290172
2,16,2,2,2,2,0,0.0,False,False,0.08309728920581856,False,0.0,False,0.07539044223587564,RandomForest,RandomForest,False,0.0
7,7,27,0,7,147,0,19.57142857,False,False,0.10238623230041133,False,0.0,False,0.03380723496923632,RandomForest,RandomForest,False,0.0
13,22,30,8,11,267,0,19.30769231,False,False,0.12088340820441895,False,0.1,False,0.3313559824139737,RandomForest,RandomForest,False,0.1
4,7,17,5,1,60,0,13.75,False,False,0.10972301586123676,False,0.0,False,0.00965754888042538,RandomForest,RandomForest,False,0.0
10,11,39,0,7,1308,0,129.7,False,False,0.4692168494386156,False,0.2,False,0.35202714090707005,RandomForest,RandomForest,False,0.2
7,3,8,0,6,51,0,5.857142857,False,False,0.07417299739727641,False,0.1,False,0.05397411940610551,RandomForest,RandomForest,False,0.1
12,8,24,0,12,124,0,8.916666667000001,True,False,0.08553272403385725,False,0.2,False,0.3595781727640249,RandomForest,RandomForest,False,0.2
2,5,2,2,2,2,0,0.0,False,False,0.06939017332737372,False,0.0,False,0.121069258848955,RandomForest,RandomForest,False,0.0
2,6,4,3,2,8,0,3.0,False,False,0.0708119881367982,False,0.0,False,0.18798388488998896,RandomForest,RandomForest,False,0.0
5,4,21,4,4,144,0,27.2,False,False,0.0906342556108068,False,0.0,False,0.0815977936399579,RandomForest,RandomForest,False,0.0
4,4,7,3,4,31,2,6.25,False,False,0.0714906410652932,False,0.0,False,0.005151615867919499,RandomForest,RandomForest,False,0.0
4,22,12,0,3,72,0,17.0,False,False,0.11466533494402195,False,0.0,False,0.05377220348522785,RandomForest,RandomForest,False,0.0
1,7,1,2,1,1,0,0.0,False,False,0.07297091728843356,False,0.0,False,0.07188067023581361,RandomForest,RandomForest,False,0.0
2,5,7,4,2,18,0,8.0,False,False,0.07084282967636993,False,0.0,False,0.02863681485342047,RandomForest,RandomForest,False,0.0
3,3,6,2,3,15,0,4.0,False,False,0.06937317133438181,False,0.1,False,0.0990263823291644,RandomForest,RandomForest,False,0.1
29,21,97,0,20,677,1,22.0,False,True,0.8834352391701393,True,0.7,True,0.6764065246345629,RandomForest,RandomForest,True,0.7
5,7,23,2,5,105,1,19.4,False,False,0.09715658901705257,False,0.0,False,0.023249561762274315,RandomForest,RandomForest,False,0.0
33,33,45,7,32,350,1,9.121212121000001,False,False,0.2544741817152925,False,0.2,False,0.2774353500870263,RandomForest,RandomForest,False,0.2
3,4,23,3,0,95,1,30.33333333,False,False,0.12269179950426864,False,0.0,False,0.010450042275831949,RandomForest,RandomForest,False,0.0
3,6,11,3,2,33,1,9.666666667000001,False,False,0.08836032294293535,False,0.0,False,0.0039111195061443775,RandomForest,RandomForest,False,0.0
1,5,2,4,1,9,0,7.0,False,False,0.06626453292997601,False,0.0,False,0.08161049126830723,RandomForest,RandomForest,False,0.0
6,5,22,3,4,84,2,12.5,True,False,0.11128723665689708,False,0.0,False,0.015829196471759545,RandomForest,RandomForest,False,0.0
8,16,8,6,8,8,0,0.0,False,False,0.4011693915059589,False,0.4,False,0.4420176683578445,RandomForest,RandomForest,False,0.4
15,19,66,18,6,451,3,28.26666667,False,False,0.44687332542678937,True,0.6,False,0.4850369455576525,RandomForest,RandomForest,True,0.6
5,5,9,2,5,34,0,5.6,False,False,0.07099112726631772,False,0.0,False,0.2213361358994988,RandomForest,RandomForest,False,0.0
17,15,78,0,15,413,0,22.82352941,False,True,0.5762010738933822,False,0.5,False,0.4703724569920726,RandomForest,RandomForest,False,0.5
4,2,6,1,4,35,2,7.25,False,False,0.07127730666804931,False,0.0,False,0.1450968321195195,RandomForest,RandomForest,False,0.0
6,6,19,0,6,94,0,14.0,False,False,0.08924070894353038,False,0.0,False,0.03551143887931253,RandomForest,RandomForest,False,0.0
2,4,14,3,2,54,1,25.0,False,False,0.07992638175262375,False,0.0,False,0.00703985406779024,RandomForest,RandomForest,False,0.0
2,5,4,3,1,8,0,3.0,False,False,0.07777107030078495,False,0.0,False,0.1851174992984305,RandomForest,RandomForest,False,0.0
7,2,20,1,7,67,0,8.571428571,False,False,0.0810772642068396,False,0.0,False,0.07152675921705423,RandomForest,RandomForest,False,0.0
2,3,6,2,2,26,0,11.5,False,False,0.06994846104501637,False,0.0,False,0.1144975076344986,RandomForest,RandomForest,False,0.0
1,6,1,2,1,1,0,0.0,False,False,0.07177104341174641,False,0.0,False,0.182098097996464,RandomForest,RandomForest,False,0.0
8,11,32,0,7,149,0,17.25,False,False,0.1461860243086195,False,0.1,False,0.10683127708464052,RandomForest,RandomForest,False,0.1
2,5,4,2,2,14,1,5.5,False,False,0.08285101845188696,False,0.0,False,0.05434955182924093,RandomForest,RandomForest,False,0.0
5,17,6,2,5,25,0,3.6,False,False,0.08944683515803305,False,0.1,False,0.37938835911429897,RandomForest,RandomForest,False,0.1
3,6,5,3,1,18,1,4.666666667,False,False,0.09671671655303823,False,0.0,False,0.020756716155298158,RandomForest,RandomForest,False,0.0
5,13,31,11,4,140,1,26.6,False,False,0.1619395813508284,False,0.1,False,0.12163707887353035,RandomForest,RandomForest,False,0.1
15,17,69,0,7,583,0,37.8,False,True,0.7335373182073989,False,0.5,False,0.4675609029346375,RandomForest,RandomForest,False,0.5
9,22,117,21,3,1209,0,133.2222222,False,True,0.6353462752828217,False,0.4,False,0.2543063032268539,RandomForest,RandomForest,False,0.4
77,50,243,49,49,2480,4,30.8961039,True,True,0.9992325788080999,True,1.0,True,0.8298270413444302,RandomForest,RandomForest,True,1.0
13,29,148,0,1,1407,0,107.0,True,True,0.6614222918276389,False,0.1,False,0.20066642577282529,Voting,Voting,True,0.6614222918276389
11,12,52,0,5,360,1,31.36363636,True,False,0.2663147670722769,True,0.6,True,0.5047221699128189,RandomForest,RandomForest,True,0.6
1,9,1,1,1,1,0,0.0,False,False,0.07988743782108441,False,0.0,False,0.020470830264695167,RandomForest,RandomForest,False,0.0
99,65,293,42,73,2894,9,28.05050505,True,True,0.6664095287511437,True,0.8,True,0.6858080202794169,RandomForest,RandomForest,True,0.8
2,19,2,0,2,2,0,0.0,False,False,0.09181795047391496,False,0.0,False,0.03100296761543328,RandomForest,RandomForest,False,0.0
6,2,19,0,4,86,0,13.0,False,False,0.11328717271784525,False,0.0,False,0.13218610310756645,RandomForest,RandomForest,False,0.0
10,5,21,1,9,84,1,7.3,False,False,0.11056979322437488,False,0.0,False,0.09812683212149036,RandomForest,RandomForest,False,0.0
13,11,50,0,10,267,0,19.15384615,False,True,0.5441459925933111,False,0.0,False,0.19964305982815525,RandomForest,RandomForest,False,0.0
3,20,3,2,3,3,0,0.0,False,False,0.09107375076514833,False,0.0,False,0.058810070615741485,RandomForest,RandomForest,False,0.0
2,8,3,3,2,14,1,5.5,False,False,0.08336856643204223,False,0.0,False,0.02496477699225292,RandomForest,RandomForest,False,0.0
19,10,62,0,17,309,0,14.57894737,False,False,0.2540893220425866,False,0.0,False,0.28131966457360663,RandomForest,RandomForest,False,0.0
3,5,10,3,2,39,2,11.33333333,False,False,0.1055192514224514,False,0.0,False,0.15250296908929695,RandomForest,RandomForest,False,0.0
29,39,116,38,22,1109,5,36.86206897,True,True,0.9614102023050864,True,0.6,True,0.8641371562926359,RandomForest,RandomForest,True,0.6
14,12,41,7,11,230,0,15.35714286,False,False,0.18141688665893493,False,0.2,False,0.3198856818804624,RandomForest,RandomForest,False,0.2
3,6,14,4,2,70,2,21.66666667,False,False,0.11659431195116693,False,0.0,False,0.01484471251165311,RandomForest,RandomForest,False,0.0
14,10,23,5,14,164,1,10.14285714,False,False,0.1105472621448053,False,0.2,False,0.44361808583683343,RandomForest,RandomForest,False,0.2
4,7,5,0,4,32,0,6.0,False,False,0.07995208510016348,False,0.2,False,0.2868642954397267,RandomForest,RandomForest,False,0.2
4,2,8,0,4,21,0,4.0,False,False,0.08047132024336909,False,0.0,False,0.09124002809000448,RandomForest,RandomForest,False,0.0
3,3,5,2,3,12,0,3.0,False,False,0.07626220548878045,False,0.0,False,0.07657242311532221,RandomForest,RandomForest,False,0.0
3,5,3,1,3,3,0,0.0,False,False,0.07551599019001534,False,0.0,False,0.09392481378600118,RandomForest,RandomForest,False,0.0
2,4,4,2,2,10,0,4.0,False,False,0.0774296824987502,False,0.0,False,0.0867358792501605,RandomForest,RandomForest,False,0.0
3,11,22,11,3,101,0,32.66666667,False,False,0.11981000345316975,False,0.0,False,0.13630117892723267,RandomForest,RandomForest,False,0.0
3,11,38,10,3,215,0,70.33333333,False,False,0.1722979450188861,False,0.2,False,0.24084159280480275,RandomForest,RandomForest,False,0.2
4,2,8,2,4,24,1,4.75,False,False,0.0832765099407795,False,0.0,False,0.0317696751249409,RandomForest,RandomForest,False,0.0
33,54,277,48,20,2591,4,77.36363636,True,True,0.9997262842988488,True,0.9,True,0.757213932195092,RandomForest,RandomForest,True,0.9
2,3,5,2,1,15,0,6.0,False,False,0.08475320905328547,False,0.0,False,0.08820818657576847,RandomForest,RandomForest,False,0.0
1,5,1,1,1,1,0,0.0,False,False,0.07578173968791845,False,0.0,False,0.09215277696506148,RandomForest,RandomForest,False,0.0
22,20,143,20,5,1648,2,73.36363636,True,True,0.9911181420097585,True,0.7,True,0.5245984626002382,RandomForest,RandomForest,True,0.7
5,3,15,2,4,50,0,9.0,False,False,0.09422874924260773,False,0.1,False,0.14558673568120498,RandomForest,RandomForest,False,0.1
3,9,3,5,3,3,0,0.0,False,False,0.08643898415700389,False,0.0,False,0.1251199384040058,RandomForest,RandomForest,False,0.0
4,10,10,8,4,27,0,5.75,False,False,0.0963718684061185,False,0.1,False,0.2584950491405532,RandomForest,RandomForest,False,0.1
13,19,77,15,12,1090,1,82.76923077,False,True,0.8780000398632901,True,0.7,False,0.4939617215226169,AdaBoost,AdaBoost,False,0.4939617215226169
5,16,65,16,4,598,0,118.6,False,False,0.2319222232273908,False,0.1,False,0.193889221253172,RandomForest,RandomForest,False,0.1
10,6,30,4,0,290,1,27.5,False,False,0.17544265720319965,False,0.2,False,0.4084404472397859,RandomForest,RandomForest,False,0.2
12,3,21,0,11,222,1,17.0,False,False,0.4231623622985874,False,0.1,False,0.13645399836868147,RandomForest,RandomForest,False,0.1
11,11,44,3,8,279,0,23.63636364,True,False,0.16089052252361605,False,0.2,False,0.2636461261667343,RandomForest,RandomForest,False,0.2
13,4,35,0,12,194,0,13.53846154,False,False,0.1211589954616456,False,0.1,False,0.05563266989956234,RandomForest,RandomForest,False,0.1
4,24,104,22,3,763,2,189.25,False,False,0.4911555584045184,False,0.1,False,0.1861134895245352,RandomForest,RandomForest,False,0.1
2,2,8,0,1,49,0,23.5,False,False,0.07875096632905593,False,0.0,False,0.030153722704954793,RandomForest,RandomForest,False,0.0
11,7,20,0,10,132,0,10.63636364,False,False,0.10499729064485512,False,0.5,False,0.3981696201808788,RandomForest,RandomForest,False,0.5
10,2,16,0,9,88,1,7.2,False,False,0.08043624691895833,False,0.0,False,0.041505404799792964,RandomForest,RandomForest,False,0.0
37,16,108,0,29,1130,0,29.16216216,False,True,0.962403607852846,True,0.7,False,0.4488437372144857,AdaBoost,AdaBoost,False,0.4488437372144857
9,7,28,5,8,124,2,12.44444444,False,False,0.08784061721409102,True,0.6,False,0.3420145334818672,RandomForest,RandomForest,True,0.6
21,30,108,0,7,766,1,35.04761905,False,True,0.5957990977572784,False,0.3,False,0.26289064748307217,RandomForest,RandomForest,False,0.3
74,84,163,46,70,1119,12,13.86486486,False,True,0.607404065104962,True,0.6,True,0.5120883518649002,RandomForest,RandomForest,True,0.6
7,12,24,0,6,122,0,15.85714286,False,False,0.11156619039083852,False,0.2,False,0.23466762612224626,RandomForest,RandomForest,False,0.2
19,32,29,3,19,186,3,8.368421052999999,True,False,0.15426784482347722,False,0.1,False,0.07043926684911661,RandomForest,RandomForest,False,0.1
2,12,2,1,2,2,0,0.0,False,False,0.08399937456785585,False,0.0,False,0.054141852954499005,RandomForest,RandomForest,False,0.0
29,24,91,16,27,699,3,22.75862069,False,True,0.5476322768441707,True,0.9,True,0.5725993699166326,RandomForest,RandomForest,True,0.9
65,41,131,37,39,810,5,11.26153846,True,True,0.6590785672890128,True,0.7,True,0.5132342237718246,RandomForest,RandomForest,True,0.7
6,5,15,4,6,53,0,7.833333333,False,False,0.09248618995567658,False,0.2,False,0.19842108984349588,RandomForest,RandomForest,False,0.2
4,5,9,1,4,34,1,7.0,False,False,0.0698752493961975,False,0.0,False,0.04700489973990909,RandomForest,RandomForest,False,0.0
3,10,5,3,1,18,1,4.666666667,False,False,0.08402856213949922,False,0.0,False,0.036634863309509096,RandomForest,RandomForest,False,0.0
21,4,54,0,19,233,1,9.80952381,False,False,0.14126443259754815,False,0.1,False,0.1504105958156512,RandomForest,RandomForest,False,0.1
1,10,1,2,1,1,0,0.0,False,False,0.08240885883182246,False,0.0,False,0.020155836348247944,RandomForest,RandomForest,False,0.0
55,31,123,15,41,1167,6,19.94545455,True,True,0.9617322012692828,True,0.9,True,0.8902538106839357,RandomForest,RandomForest,True,0.9
7,9,8,4,7,30,1,3.0,False,False,0.07615804748168141,False,0.2,False,0.25059689554533504,RandomForest,RandomForest,False,0.2
3,15,3,1,3,3,0,0.0,False,False,0.08758224384201724,False,0.0,False,0.06247558862759187,RandomForest,RandomForest,False,0.0
8,18,17,1,8,141,1,16.125,False,False,0.09028335345898704,False,0.0,False,0.1077814924998275,RandomForest,RandomForest,False,0.0
10,15,10,3,10,10,0,0.0,False,False,0.42974021192657785,False,0.5,False,0.4614151478130485,RandomForest,RandomForest,False,0.5
45,13,113,0,45,636,0,12.66666667,False,True,0.5743108539477539,False,0.0,False,0.19646758538738052,RandomForest,RandomForest,False,0.0
7,10,44,7,4,348,0,48.42857143,True,False,0.1580041337759895,False,0.3,True,0.5387925637434922,AdaBoost,AdaBoost,True,0.5387925637434922
