wmc,cbo,rfc,ca,ce,loc,moa,cbm,amc,max_cc,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble,PredictedEnsemble,DSE_Prediction,DSE_Pred_Prob
5,12,31,0,12,132,0,0,24.6,1,False,False,0.09138583919479908,False,0.3,False,0.1803689572061656,Voting,Voting,False,0.09138583919479908
4,12,24,4,8,188,0,0,46.0,10,False,False,0.08554744234928917,False,0.0,False,0.16286046793889006,Voting,Voting,False,0.08554744234928917
22,2,22,2,0,22,0,0,0.0,1,False,False,0.018122517463070854,False,0.1,False,0.055397803163870135,Voting,Voting,False,0.018122517463070854
3,11,26,2,9,158,0,0,51.33333333,11,False,False,0.08204664731698279,False,0.3,False,0.3845342682626233,Voting,Voting,False,0.08204664731698279
6,5,17,2,3,76,1,0,11.0,2,False,False,0.07486093930821637,False,0.4,False,0.4903015932774333,Voting,Voting,False,0.07486093930821637
6,11,22,2,9,202,0,0,32.33333333,8,False,False,0.07454370505490722,False,0.3,False,0.2517592506410624,Voting,Voting,False,0.07454370505490722
1,1,1,1,0,1,0,0,0.0,1,False,False,0.04543093332654022,False,0.0,False,0.016779828899554518,Voting,Voting,False,0.04543093332654022
6,7,28,1,6,163,0,0,25.5,4,False,False,0.4212630031811232,True,0.6,False,0.3748762087509793,Voting,Voting,False,0.4212630031811232
6,7,28,2,6,139,1,3,22.0,6,True,True,0.518559918639033,True,0.6,True,0.5802342980772746,Voting,Voting,True,0.518559918639033
4,4,13,1,4,51,1,1,11.5,3,False,False,0.4238064459529432,False,0.5,False,0.4827392893513045,Voting,Voting,False,0.4238064459529432
4,11,23,1,11,117,1,2,28.0,6,True,False,0.13582543253328766,False,0.4,False,0.15468789050091253,Voting,Voting,False,0.13582543253328766
5,10,35,0,10,435,0,0,84.2,30,False,False,0.358935905009068,False,0.3,False,0.4311490709056108,Voting,Voting,False,0.358935905009068
4,10,28,0,10,260,0,0,62.75,19,False,False,0.09416372589934316,False,0.1,False,0.2888811537737425,Voting,Voting,False,0.09416372589934316
4,7,19,0,7,66,0,0,14.75,3,False,False,0.062722897354565,False,0.1,False,0.4137712942043656,Voting,Voting,False,0.062722897354565
4,9,14,3,6,89,0,0,20.75,5,True,False,0.3916567209787721,False,0.3,True,0.5157941247839137,AdaBoost,AdaBoost,True,0.5157941247839137
11,23,65,11,18,566,0,0,50.36363636,35,False,True,0.6338589264286246,True,0.7,True,0.5869972920070277,Voting,Voting,True,0.6338589264286246
23,22,74,4,18,461,3,1,18.60869565,23,False,True,0.6089893602698785,False,0.3,False,0.4147436082398056,Voting,Voting,True,0.6089893602698785
4,13,22,1,12,126,0,0,29.5,6,False,False,0.0715803820712146,False,0.0,False,0.16487096764188452,Voting,Voting,False,0.0715803820712146
3,13,17,1,12,82,0,7,26.33333333,3,False,True,0.6016858170845317,True,0.8,True,0.5719822924886672,Voting,Voting,True,0.6016858170845317
3,12,16,1,12,101,0,2,32.66666667,7,False,False,0.4718777094726259,False,0.4,False,0.4258904325096961,Voting,Voting,False,0.4718777094726259
50,46,108,27,20,976,2,0,18.3,8,True,True,0.9634993917699126,True,0.8,True,0.8389386537598221,Voting,Voting,True,0.9634993917699126
4,5,9,0,5,30,0,0,6.25,1,False,False,0.04639907074174249,False,0.0,False,0.04171998782949501,Voting,Voting,False,0.04639907074174249
2,14,15,7,7,46,0,0,22.0,3,False,False,0.4034477569131649,False,0.3,False,0.42562081346917946,Voting,Voting,False,0.4034477569131649
2,5,18,2,3,106,0,5,52.0,7,True,True,0.8628976022454243,True,0.7,True,0.6513303632945421,Voting,Voting,True,0.8628976022454243
1,0,2,0,0,10,0,0,3.0,0,False,False,0.0468064527222981,False,0.1,False,0.0404822272403725,Voting,Voting,False,0.0468064527222981
4,9,27,0,9,150,0,0,36.25,11,True,False,0.07549129351645821,False,0.0,False,0.08450752428027082,Voting,Voting,False,0.07549129351645821
12,16,51,2,14,435,1,0,34.75,27,True,True,0.8220784796420678,True,0.7,True,0.6411403327368961,Voting,Voting,True,0.8220784796420678
2,8,14,0,8,46,0,0,22.0,1,False,False,0.05653946878646726,False,0.1,False,0.14709174171045872,Voting,Voting,False,0.05653946878646726
7,9,28,3,6,265,1,0,36.28571429,3,True,False,0.4571379365860327,True,0.7,False,0.4308225322604315,RandomForest,RandomForest,True,0.7
2,11,16,5,6,50,0,0,24.0,5,True,False,0.3992030970399884,True,0.7,True,0.5272861741073774,Voting,Voting,False,0.3992030970399884
3,9,15,0,9,50,0,0,15.66666667,4,False,False,0.05746255171675005,True,0.6,False,0.4805805135203007,Voting,Voting,False,0.05746255171675005
2,10,23,2,8,114,0,2,56.0,11,True,False,0.14513265016626464,False,0.1,False,0.3681136392548504,Voting,Voting,False,0.14513265016626464
3,8,19,0,8,88,0,0,28.33333333,8,False,False,0.059740194976708474,False,0.4,False,0.28753145085556064,Voting,Voting,False,0.059740194976708474
1,0,2,0,0,6,0,0,3.0,0,False,False,0.04623190179651287,False,0.1,False,0.02008657590762949,Voting,Voting,False,0.04623190179651287
3,8,11,2,6,26,0,0,7.333333333,1,False,False,0.05637462246020208,False,0.1,False,0.1505910177044439,Voting,Voting,False,0.05637462246020208
13,14,45,2,12,382,1,0,28.0,4,False,True,0.5564204757032586,True,0.6,True,0.5313268802197118,Voting,Voting,True,0.5564204757032586
25,26,87,2,24,753,1,0,28.64,16,True,True,0.9469113903648032,True,1.0,True,0.8237614698100943,Voting,Voting,True,0.9469113903648032
6,34,105,2,32,620,0,0,102.0,7,True,True,0.9751785331621622,True,0.9,True,0.8323384896100972,Voting,Voting,True,0.9751785331621622
4,13,27,0,13,167,0,0,40.0,5,False,False,0.0821993451013286,False,0.1,False,0.21542365712004674,Voting,Voting,False,0.0821993451013286
8,33,105,5,28,455,0,0,55.875,6,True,True,0.9759019433357556,True,0.9,True,0.8441989156927914,Voting,Voting,True,0.9759019433357556
4,13,29,0,13,222,0,0,51.75,12,False,False,0.0867304861235522,False,0.1,False,0.2226667736053944,Voting,Voting,False,0.0867304861235522
2,6,8,2,4,33,0,0,15.5,3,True,False,0.049827589482114125,False,0.4,False,0.3968033334088517,Voting,Voting,False,0.049827589482114125
2,1,13,1,0,57,0,0,26.0,1,False,False,0.39210039875659947,False,0.4,False,0.3688147737069925,Voting,Voting,False,0.39210039875659947
4,14,29,0,14,156,0,0,37.75,10,False,False,0.08229967526002448,False,0.3,False,0.13422215018464512,Voting,Voting,False,0.08229967526002448
3,12,29,1,11,143,0,0,46.33333333,12,False,False,0.08288863887352865,False,0.3,False,0.3173590277954985,Voting,Voting,False,0.08288863887352865
8,7,18,3,4,79,1,0,8.5,3,True,False,0.07036501776790711,False,0.4,False,0.3265836342831926,Voting,Voting,False,0.07036501776790711
5,23,23,14,9,77,0,0,14.2,2,False,False,0.13247661705138786,False,0.1,False,0.3500692624445354,Voting,Voting,False,0.13247661705138786
61,46,136,25,21,776,2,0,11.55737705,11,True,True,0.9134466341752552,True,1.0,True,0.9301166570061776,Voting,Voting,True,0.9134466341752552
1,2,1,2,0,1,0,0,0.0,1,False,False,0.04850897079808897,False,0.0,False,0.06752508196753446,Voting,Voting,False,0.04850897079808897
4,6,11,0,6,49,0,0,10.75,3,False,False,0.043441144244395685,False,0.0,False,0.3198582644354511,Voting,Voting,False,0.043441144244395685
4,9,4,6,3,4,0,0,0.0,1,False,False,0.04730450414055482,False,0.2,False,0.4835877741154538,Voting,Voting,False,0.04730450414055482
15,15,42,6,9,326,1,1,20.33333333,7,False,True,0.5304364520677631,False,0.5,False,0.4627656118453685,Voting,Voting,True,0.5304364520677631
16,13,60,4,9,483,0,0,28.6875,8,True,True,0.6527893180827303,False,0.5,False,0.4961272629832402,Voting,Voting,True,0.6527893180827303
5,7,26,5,3,288,0,0,56.2,9,False,False,0.09372223482171436,True,0.7,True,0.5394047842055821,Voting,Voting,False,0.09372223482171436
2,14,6,11,3,106,0,0,7.0,0,True,False,0.09871654620573572,False,0.2,True,0.5218476506786827,AdaBoost,AdaBoost,True,0.5218476506786827
4,78,4,78,1,4,0,0,0.0,1,False,True,0.9820435465017292,True,0.6,True,0.5429279731511772,Voting,Voting,True,0.9820435465017292
6,14,22,5,9,146,0,0,23.33333333,4,False,False,0.07716335931657907,False,0.3,False,0.26130177911109664,Voting,Voting,False,0.07716335931657907
11,5,59,1,4,1312,0,0,114.5454545,10,True,True,0.6229823159732367,True,0.8,True,0.6297051523410123,Voting,Voting,True,0.6229823159732367
4,9,36,0,9,371,0,0,89.25,23,True,False,0.11027577384653936,False,0.1,False,0.07514196072840512,Voting,Voting,False,0.11027577384653936
1,0,2,0,0,7,0,0,3.0,0,False,False,0.04500322256422399,False,0.0,False,0.02988080034218176,Voting,Voting,False,0.04500322256422399
3,7,16,2,5,70,0,2,22.33333333,8,True,False,0.4365812225220693,True,0.8,True,0.8670753777800323,Voting,Voting,False,0.4365812225220693
7,9,22,0,9,114,1,0,14.57142857,5,False,False,0.0761815709333065,False,0.1,False,0.4242148408694019,Voting,Voting,False,0.0761815709333065
3,10,21,0,10,107,0,0,34.66666667,11,False,False,0.05929140857855957,False,0.2,False,0.2861402482741457,Voting,Voting,False,0.05929140857855957
15,23,75,10,13,940,0,0,61.6,12,True,True,0.6365209285949917,True,0.6,True,0.7035160382989027,Voting,Voting,True,0.6365209285949917
4,4,10,1,4,43,1,1,9.5,2,False,False,0.08184580307759601,False,0.0,False,0.1696821499888469,Voting,Voting,False,0.08184580307759601
6,3,15,1,2,60,1,0,8.666666667000001,1,False,False,0.06944314527420495,False,0.0,False,0.07193937488542383,Voting,Voting,False,0.06944314527420495
