dit,noc,cbo,lcom,ca,npm,cam,ic,cbm,amc,avg_cc,bug
2,2,29,2017,13,53,0.096801347,0,0,17.88059701,1.194,True
1,0,22,47,2,9,0.35897435899999997,0,0,35.64285714,3.2143,True
3,0,9,11,1,9,0.257575758,1,2,10.81818182,0.7273,False
4,0,7,10,1,5,0.46666666700000003,2,3,7.2,0.6,False
3,0,3,3,0,2,0.666666667,0,0,9.0,0.3333,False
5,0,16,0,1,2,0.25,3,6,56.0,0.8462,False
2,0,7,24,0,9,0.4074074070000001,0,0,7.444444444,0.8889,False
1,0,34,0,31,1,1.0,0,0,0.0,1.0,True
2,0,2,4,1,4,0.75,1,2,4.75,0.5,False
1,0,11,143,4,19,0.169590643,0,0,5.684210526,1.0526,True
3,0,6,347,1,29,0.166666667,1,5,10.26666667,0.9333,False
1,0,4,1,2,2,0.833333333,0,0,0.0,1.0,False
1,0,5,1,4,2,0.75,0,0,0.0,1.0,False
3,0,5,0,1,3,0.5,1,1,4.0,0.75,False
1,0,2,0,2,4,0.75,0,0,21.25,1.5,False
3,0,1,0,0,1,1.0,0,0,3.0,0.0,False
1,14,28,809,16,33,0.118466899,0,0,10.61904762,1.5714,True
1,0,2,10,1,5,0.8,0,0,1.6,0.8,False
1,0,12,9,0,7,0.35714285700000004,0,0,9.857142857000001,0.8571,False
1,0,0,0,0,0,0.0,0,0,0.0,0.0,False
5,0,4,0,1,3,0.5555555560000001,0,0,9.0,0.6667,False
1,0,3,6,3,3,0.3,0,0,32.25,3.25,True
3,0,1,0,0,1,1.0,0,0,4.0,0.0,True
0,2,5,6,2,1,0.4,0,0,22.25,1.5,False
4,2,14,334,2,24,0.187739464,0,0,7.586206897,1.4138,False
3,0,4,1,0,1,0.75,1,1,3.5,0.5,True
4,0,2,0,1,1,1.0,0,0,4.0,0.0,False
1,0,41,626,18,36,0.11666666699999999,0,0,6.944444444,0.9722,False
5,0,2,3,1,3,0.7777777779999999,0,0,4.333333333,0.0,False
1,0,1,0,1,1,1.0,0,0,0.0,1.0,False
3,0,18,191,4,18,0.20202020199999998,1,5,12.26086957,0.9129999999999999,True
1,0,10,26,2,2,0.452380952,0,0,23.125,2.25,True
2,0,9,23,3,3,0.242857143,1,5,17.1,1.5,False
2,0,7,6,2,5,0.333333333,0,0,5.6,0.8,False
2,0,1,3,0,3,0.666666667,1,2,3.0,0.3333,False
3,4,14,6,14,4,0.666666667,0,0,4.0,0.0,False
0,0,4,1,0,2,1.0,0,0,8.0,0.5,False
4,0,4,3,0,2,0.444444444,1,1,7.0,0.6667,False
1,0,1,0,0,1,1.0,0,0,0.0,1.0,False
2,0,1,0,0,4,0.583333333,0,0,4.25,0.5,False
0,2,9,10,2,1,0.5,0,0,28.0,1.8,False
1,0,6,0,1,2,0.6,0,0,9.5,0.5,True
1,0,27,148,11,14,0.21052631600000002,0,0,35.2,1.95,False
1,0,15,1263,11,50,0.104444444,0,0,13.23529412,1.0,True
1,0,6,4,1,4,0.5,0,0,4.5,0.75,False
5,2,6,1,4,2,0.875,0,0,5.5,0.0,False
4,0,9,22,2,8,0.3,2,3,6.25,0.625,False
1,0,0,3,0,3,0.833333333,0,0,3.0,0.6667,False
1,0,5,1,1,2,0.625,0,0,6.5,0.5,False
1,0,14,0,14,1,1.0,0,0,0.0,1.0,False
3,0,6,62,1,11,0.35416666700000005,1,3,7.166666667,0.9167,False
1,0,30,136,21,15,0.344537815,0,0,16.0,1.4706,True
3,0,3,8,1,4,0.533333333,1,2,8.8,0.8,False
3,0,24,18,1,4,0.35,0,0,47.44444444,1.7778,False
3,0,6,13,1,4,0.444444444,1,1,7.833333333,0.8333,False
2,0,6,30,1,8,0.518518519,1,4,5.333333333,0.7778,True
5,0,3,2,2,4,0.666666667,0,0,10.25,0.5,False
2,6,11,7,6,5,0.375,0,0,6.833333333,1.0,True
2,1,8,27,2,12,0.323076923,1,5,11.92857143,1.2143,True
4,0,5,23,1,8,0.35,1,2,10.9,1.2,False
1,0,13,347,1,27,0.11428571400000001,0,0,11.5,1.0333,False
3,0,6,51,3,14,0.3,1,3,8.0,0.8571,False
1,0,6,0,5,1,1.0,0,0,0.0,1.0,False
1,0,4,0,1,1,1.0,0,0,0.0,1.0,False
1,2,6,6,2,1,0.45,0,0,23.0,1.5,False
1,0,11,23,1,11,0.192857143,0,0,26.57142857,1.0,True
1,0,8,8,3,5,0.7,0,0,6.6,0.8,False
2,0,14,0,8,6,0.3,1,1,7.375,1.0,False
2,0,13,125,3,17,0.17901234600000002,1,1,8.166666667000001,1.1111,False
2,1,2,9,1,7,0.642857143,0,0,4.428571429,1.1429,False
1,1,14,34,3,3,0.261363636,0,0,16.41666667,1.0,False
1,3,32,1214,6,45,0.10784313699999999,0,0,13.51923077,1.0962,False
2,0,1,0,0,1,1.0,0,0,3.0,0.0,False
1,0,4,9,0,5,0.4166666670000001,0,0,5.666666667,1.0,False
3,0,6,4,0,3,0.4,1,3,13.75,0.5,False
1,0,3,8,0,3,0.25,0,0,10.0,0.8,False
1,0,2,1,2,2,1.0,0,0,0.0,1.0,False
1,0,4,0,1,13,0.326923077,0,0,4.307692308,0.9231,False
3,0,15,93,1,8,0.261904762,2,3,13.8,0.8667,False
3,0,10,4,2,4,0.583333333,0,0,25.25,2.25,True
5,0,2,0,1,2,0.75,0,0,8.5,0.5,True
2,1,7,0,1,7,0.38888888899999996,1,1,6.222222222,0.7778,True
3,0,4,10,1,4,0.44,0,0,5.8,0.6,False
2,14,118,13617,67,157,0.056277056,0,0,11.45783133,1.1506,True
4,0,8,4,1,2,0.4,2,4,11.4,0.6,True
2,0,11,22,4,8,0.3,1,20,5.875,0.875,False
2,0,7,2,2,3,0.44,1,2,10.6,0.8,False
2,0,7,0,3,15,0.26388888899999996,1,1,16.22222222,0.7778,False
3,0,9,0,5,4,0.4375,0,0,9.0,0.75,True
1,0,3,0,2,8,0.375,1,1,14.375,2.0,False
4,0,6,0,2,3,0.46666666700000003,1,2,14.66666667,0.6667,False
1,0,3,30,1,8,0.355555556,0,0,7.666666667,0.7778,True
5,0,11,125,2,15,0.287037037,1,1,7.6111111110000005,0.7778,False
0,0,14,29,0,11,0.340909091,0,0,8.090909091,0.9091,False
1,0,3,0,2,1,1.0,0,0,0.0,1.0,False
1,0,8,43,4,11,0.4,0,0,13.18181818,1.2727,False
1,0,2,3,0,1,0.333333333,0,0,75.0,0.6667,False
1,0,5,12,3,7,0.4375,0,0,9.777777777999999,1.2222,False
1,0,7,21,1,7,0.46428571399999996,0,0,10.14285714,1.0,False
2,0,3,2,3,5,0.4,0,0,5.6,0.8,False
1,0,0,0,0,1,1.0,0,0,0.0,1.0,False
4,0,11,0,1,4,0.36,1,1,59.0,0.8,False
3,0,9,6,1,4,0.541666667,0,0,9.75,0.25,True
3,0,8,0,1,4,0.5,0,0,10.8,0.4,True
1,0,30,1,28,2,1.0,0,0,0.0,1.0,False
2,6,13,22,6,3,0.333333333,0,0,10.0,0.625,False
1,0,4,0,3,1,1.0,0,0,0.0,1.0,False
1,0,29,0,2,11,0.25,0,0,31.5,2.0,True
1,0,4,1,4,2,1.0,0,0,0.0,1.0,False
2,0,10,126,3,14,0.193236715,1,1,23.16666667,1.375,True
2,0,2,1,1,2,0.75,0,0,4.0,0.0,False
1,0,12,10,9,5,0.3666666670000001,0,0,0.0,1.0,False
5,0,6,2,4,4,0.5625,0,0,8.5,0.5,False
2,0,1,3,0,3,0.666666667,1,2,3.0,0.3333,False
2,0,17,4,16,2,0.444444444,1,1,22.0,0.5,False
2,0,10,14,2,4,0.291666667,0,0,13.625,0.75,False
2,0,21,590,5,36,0.160493827,1,2,5.833333333,1.0,False
1,0,8,1,6,2,0.666666667,0,0,0.0,1.0,False
3,0,2,0,1,1,1.0,0,0,4.0,0.0,True
1,0,14,108,4,4,0.1875,0,0,33.875,1.4375,False
1,0,6,0,5,1,1.0,0,0,0.0,1.0,False
1,0,0,0,0,0,0.0,0,0,0.0,0.0,False
3,0,4,1,0,1,0.666666667,1,1,4.5,0.5,False
3,0,6,21,1,4,0.30952381,0,0,8.0,0.7143,True
1,0,26,7,1,5,0.4,0,0,60.83333333,4.5,False
1,0,12,30,1,1,0.4166666670000001,1,4,19.55555556,1.7778,False
1,0,7,0,5,1,1.0,0,0,0.0,1.0,False
3,0,9,129,2,13,0.22368421100000002,1,1,9.315789473999999,1.3158,False
1,0,51,6,47,4,0.5,0,0,0.0,1.0,False
3,0,5,51,2,11,0.484848485,1,3,5.6363636360000005,0.7273,False
1,6,8,6,6,3,0.5625,0,0,8.25,1.0,False
1,0,6,9,1,6,0.375,0,0,3.0,0.8333,False
2,0,6,6,5,3,0.4166666670000001,1,1,13.0,0.6,False
1,0,17,3,3,2,0.666666667,0,0,158.66666669999995,2.0,False
6,0,4,3,1,3,1.0,1,1,6.666666667,0.6667,False
3,0,4,30,1,9,0.5555555560000001,2,5,4.444444444,0.7778,False
1,0,8,0,7,1,1.0,0,0,0.0,1.0,False
1,0,0,1,0,2,1.0,0,0,0.0,1.0,False
1,0,4,1,0,2,0.666666667,0,0,4.0,0.5,False
1,0,3,0,2,4,0.625,0,0,4.25,0.75,False
4,0,14,106,7,14,0.24107142899999998,1,4,7.5625,1.25,False
2,0,19,217,4,23,0.24154589399999998,1,2,9.608695652,1.0,False
1,0,2,3,0,3,0.833333333,0,0,3.333333333,0.6667,False
2,0,22,97,5,13,0.192592593,0,0,7.1333333329999995,0.9333,False
1,0,9,0,9,1,1.0,0,0,0.0,1.0,False
1,0,8,105,7,14,0.2,0,0,13.26666667,2.4667,True
1,0,56,0,56,1,1.0,0,0,0.0,1.0,True
3,1,15,193,4,16,0.295454545,1,3,13.18181818,1.3636,False
1,0,4,3,0,3,0.833333333,0,0,5.0,0.6667,False
3,0,7,4,1,4,0.533333333,0,0,10.2,0.8,False
1,0,4,55,1,10,0.181818182,0,0,6.818181817999999,0.9091,True
3,0,16,19,4,7,0.37142857100000004,0,0,14.0,1.4286,True
2,0,9,91,4,11,0.33928571399999996,1,3,4.071428571,0.8571,False
5,0,5,1,1,3,0.666666667,0,0,11.33333333,0.3333,True
3,0,7,59,1,12,0.33846153799999995,1,2,8.0,1.0,False
1,0,1,6,0,4,0.875,0,0,8.0,1.0,False
1,9,9,1,9,3,0.666666667,0,0,3.333333333,0.6667,False
3,0,8,19,2,5,0.46428571399999996,1,1,7.285714286,0.8571,False
1,0,8,13,1,6,0.433333333,0,0,7.833333333,1.0,False
1,0,3,0,3,1,1.0,0,0,0.0,1.0,False
1,0,3,9,1,7,0.5,0,0,7.285714286,0.8571,False
1,0,15,4,1,3,0.5,0,0,28.4,0.6,False
1,0,0,0,0,1,1.0,0,0,0.0,1.0,False
1,0,13,3,11,3,0.833333333,0,0,0.0,1.0,False
1,0,12,1,11,2,0.75,0,0,0.0,1.0,False
0,0,8,48,0,12,0.38888888899999996,0,0,9.166666667000001,1.25,False
1,0,5,21,0,6,0.857142857,0,0,5.285714286,0.8571,False
2,0,1,3,0,3,0.666666667,1,2,3.0,0.3333,False
1,0,0,0,0,0,0.0,0,0,0.0,0.0,False
4,0,2,0,1,2,0.75,0,0,8.5,0.5,False
3,0,8,27,2,7,0.283333333,1,4,7.6363636360000005,1.0909,False
4,0,6,0,1,4,0.4,1,2,12.83333333,0.8333,True
3,0,12,7,2,4,0.44,0,0,13.5,0.5,False
0,0,1,3,1,2,0.7777777779999999,0,0,34.33333333,3.6667,False
1,0,3,1,1,1,0.5,0,0,18.66666667,1.0,False
4,0,7,3,4,3,0.666666667,1,2,3.0,0.6667,True
2,1,6,0,5,13,0.384615385,0,0,14.30769231,0.6923,False
3,3,11,62,3,13,0.346153846,1,3,6.076923077000001,1.1538,False
1,0,5,0,1,3,1.0,0,0,6.666666667,0.6667,False
1,0,172,595,162,35,0.147619048,0,0,0.0,1.0,True
4,1,23,205,10,23,0.152173913,1,1,6.7826086960000005,1.087,False
3,0,28,296,9,13,0.167582418,1,1,23.13793103,2.1379,True
5,1,5,0,3,3,0.583333333,0,0,9.333333332999999,0.3333,True
0,1,9,0,3,3,0.5,0,0,13.4,0.8,False
1,0,2,9,2,7,0.47619047600000003,0,0,5.428571429,0.7143,False
1,0,2,0,2,1,1.0,0,0,0.0,1.0,False
1,0,0,0,0,1,1.0,0,0,0.0,1.0,False
5,0,5,0,4,3,0.666666667,0,0,13.33333333,0.3333,True
5,0,4,0,1,3,0.5,0,0,10.66666667,0.6667,False
3,0,5,14,1,9,0.333333333,1,3,9.111111111,1.3333,False
3,0,2,0,1,1,1.0,0,0,4.0,0.0,True
3,0,31,779,14,39,0.093915344,1,3,8.976190476000001,1.1429,False
1,0,13,131,9,16,0.235294118,0,0,6.666666667,1.1111,False
3,0,8,19,0,7,0.342857143,0,0,15.71428571,1.5714,False
0,1,16,73,3,5,0.23214285699999998,0,0,23.71428571,1.2143,False
2,0,13,878,5,45,0.261111111,1,2,6.755555556,0.9778,True
1,0,8,1,0,1,0.5,0,0,75.0,8.5,True
1,0,6,0,2,2,0.5555555560000001,0,0,29.0,0.5,False
3,3,9,6,4,3,0.5625,0,0,28.0,1.5,False
1,1,1,0,1,4,1.0,0,0,5.5,0.75,False
0,0,9,21,1,1,0.5,0,0,19.14285714,2.4286,False
3,1,11,8,5,7,0.375,0,0,12.77777778,0.6667,False
3,0,12,0,1,2,0.333333333,1,1,30.71428571,1.0,False
3,1,30,1929,6,57,0.084485407,2,4,9.857142857000001,1.0476,False
2,0,6,3,1,6,0.5,0,0,8.5,0.8333,False
0,0,8,0,1,1,0.3666666670000001,0,0,15.0,1.1667,False
3,0,9,26,1,6,0.325,1,1,7.555555556,0.7778,False
1,0,4,0,1,3,0.583333333,0,0,9.0,0.6667,False
1,0,10,28,3,7,0.23214285699999998,0,0,5.555555556,0.7778,True
3,2,14,5,2,0,0.35714285700000004,1,1,25.42857143,2.1429,False
5,0,3,0,1,2,0.666666667,0,0,9.0,0.5,False
2,19,29,17,20,7,0.28,1,1,8.5,1.2,True
2,0,8,39,3,10,0.3,1,20,4.9,0.9,False
3,0,7,3,1,5,0.3,1,1,12.5,0.6667,False
1,0,0,0,0,1,1.0,0,0,0.0,1.0,False
3,0,13,34,0,5,0.333333333,1,2,9.333333332999999,0.8889,False
1,0,6,35,2,11,0.327272727,0,0,6.181818182000001,1.0909,False
1,0,8,19,3,2,0.253968254,0,0,25.0,1.2857,True
3,0,8,49,3,13,0.321428571,2,8,7.642857143,1.1429,False
1,0,4,43,1,10,0.363636364,0,0,10.18181818,1.2727,False
2,0,2,9,1,6,0.4166666670000001,0,0,6.333333333,0.8333,False
1,0,6,6,2,3,0.5,0,0,18.25,2.75,True
1,0,13,475,5,30,0.271428571,0,0,13.94285714,1.8571,False
1,0,0,0,0,0,1.0,0,0,3.0,0.0,False
5,1,10,37,6,11,0.363636364,1,3,9.454545455,1.0909,False
1,0,7,6,2,4,0.5,0,0,3.5,0.75,False
3,0,18,3,1,3,0.333333333,1,1,22.66666667,0.8333,False
3,0,3,1,0,2,0.833333333,0,0,4.5,0.0,False
5,0,2,1,0,1,0.625,1,1,6.5,0.5,False
1,0,3,0,1,3,0.666666667,0,0,8.0,0.6667,False
1,0,4,15,0,5,0.25,0,0,3.833333333,0.8333,False
0,0,5,1,1,2,0.75,0,0,24.0,0.5,False
1,0,16,386,12,26,0.100649351,0,0,12.82758621,1.1034,True
1,0,0,0,0,0,0.0,0,0,0.0,0.0,False
4,0,19,160,5,13,0.166666667,1,2,12.28571429,1.6667,False
2,0,1,3,0,3,0.666666667,1,2,3.0,0.3333,False
1,0,4,0,2,5,0.6,0,0,7.4,0.8,False
2,0,6,4,1,3,0.46666666700000003,0,0,11.75,0.25,False
1,13,45,561,15,34,0.19607843100000005,0,0,9.617647059,1.1176,False
1,0,0,1,0,1,0.5,0,0,6.0,0.5,False
2,0,1,3,0,3,0.666666667,1,2,3.0,0.3333,False
1,0,46,0,45,0,0.0,0,0,0.0,0.0,False
1,0,80,190,75,20,0.16,0,0,0.0,1.0,True
3,0,8,60,1,9,0.35416666700000005,1,1,7.333333333,1.1667,False
2,0,11,36,1,1,0.320987654,1,1,47.88888889,3.4444,False
6,0,2,0,1,2,0.666666667,0,0,11.0,0.5,False
0,0,9,10,2,2,0.45,0,0,18.4,1.0,False
1,0,9,815,4,35,0.261904762,0,0,17.18604651,0.8372,False
1,0,0,0,0,1,1.0,0,0,0.0,1.0,False
1,0,2,149,2,18,0.18333333300000001,0,0,5.222222222,1.0556,False
3,0,41,40,5,5,0.290909091,1,1,25.91666667,1.4167,False
1,0,8,0,2,8,0.333333333,0,0,15.11111111,1.0,True
2,0,6,17,4,7,0.428571429,0,0,5.285714286,0.8571,False
3,0,6,36,1,10,0.4166666670000001,2,6,7.083333333,1.0833,False
1,6,11,15,7,5,0.541666667,0,0,7.666666667,1.0,False
4,0,12,146,4,19,0.22142857100000002,2,3,8.7,1.1,False
4,0,12,21,3,6,0.4,0,0,5.571428571,0.5714,False
2,13,20,181,15,17,0.272727273,1,2,8.272727273,1.5,True
1,0,22,77,5,7,0.32967033,0,0,12.85714286,1.1429,False
2,0,11,581,7,36,0.252252252,0,0,9.421052632,1.2895,True
1,0,12,2,2,3,0.5,1,1,29.2,0.6,False
3,0,15,3,0,3,0.5,1,2,14.83333333,1.5,False
2,0,16,9,4,4,0.46428571399999996,1,1,13.14285714,1.0,False
3,0,9,4,1,2,0.325,2,2,22.44444444,0.7778,False
2,0,1,0,0,1,1.0,0,0,3.0,0.0,False
1,0,16,188,1,19,0.17222222199999998,0,0,8.1,1.1,True
3,0,8,0,1,2,0.666666667,0,0,17.0,0.5,False
4,0,6,19,1,7,0.47619047600000003,1,2,5.428571429,0.7143,False
4,0,15,62,4,12,0.192307692,1,2,19.07692308,1.8462,True
3,2,19,106,9,12,0.215277778,1,1,6.25,0.875,False
1,0,3,1,1,2,0.666666667,0,0,4.0,0.5,False
1,0,6,36,0,8,0.14285714300000002,0,0,4.444444444,0.8889,False
2,0,4,4,3,2,0.444444444,1,1,12.0,0.5,False
5,0,13,0,1,2,0.260416667,3,6,64.41666667,0.8333,False
2,0,7,6,2,4,0.4375,1,1,5.75,0.75,False
1,0,0,66,0,11,0.166666667,0,0,8.083333332999999,1.25,False
2,0,4,0,2,3,0.625,1,1,10.0,0.75,False
4,0,2,0,1,7,0.571428571,0,0,14.14285714,2.0,False
0,0,4,1,0,2,1.0,0,0,8.0,0.5,False
2,0,7,0,2,4,0.45,1,1,11.4,0.8,False
3,0,11,1,1,4,0.46666666700000003,1,1,16.5,0.6667,False
1,0,45,231,29,21,0.333333333,0,0,15.86363636,1.5,True
1,0,9,2,3,3,0.4,0,0,11.25,0.75,False
1,0,5,0,5,1,1.0,0,0,0.0,1.0,False
1,0,5,87,1,13,0.317647059,0,0,16.33333333,1.2778,False
1,0,2,3,2,2,0.444444444,0,0,6.333333333,0.6667,True
1,0,5,0,1,3,0.5555555560000001,0,0,9.0,0.6667,False
5,0,8,0,7,2,0.75,0,0,9.5,0.5,True
5,0,2,0,1,1,1.0,0,0,12.0,0.0,False
3,0,11,0,1,3,0.583333333,0,0,30.0,1.25,False
1,0,5,2,3,1,0.333333333,0,0,54.75,1.75,False
1,0,2,0,1,1,1.0,0,0,0.0,1.0,False
6,0,4,0,0,2,0.666666667,0,0,12.0,0.5,True
2,0,11,27,2,11,0.18333333300000001,1,1,8.266666667,0.9333,True
2,0,9,4,2,5,0.342857143,0,0,9.2,0.6,False
1,0,0,0,0,0,0.0,0,0,0.0,0.0,False
1,0,7,43,3,10,0.32,0,0,5.2,0.9,False
4,0,4,5,0,1,0.6,2,2,15.66666667,0.8333,False
1,0,5,0,4,1,1.0,0,0,0.0,1.0,False
1,0,10,0,9,1,1.0,0,0,0.0,1.0,True
1,5,8,0,5,4,0.4,0,0,8.4,1.0,True
3,2,5,3,3,2,0.7777777779999999,1,1,8.333333332999999,0.6667,False
1,0,5,1,1,1,0.5,0,0,10.5,1.5,False
2,2,32,453,12,32,0.121848739,1,1,8.647058824,1.0294,False
3,0,6,3,0,2,0.666666667,0,0,5.333333333,0.3333,False
1,0,6,0,1,2,0.666666667,0,0,20.5,0.5,True
1,0,2,0,2,4,0.75,0,0,4.0,0.5,False
1,0,19,15,4,5,0.4,0,0,31.28571429,1.7143,False
4,0,9,34,1,9,0.355555556,2,3,7.222222222,0.5556,False
1,21,41,354,29,21,0.157142857,1,1,8.857142857000001,1.3214,True
1,0,0,0,0,0,0.0,0,0,0.0,0.0,False
1,0,7,0,1,2,0.666666667,0,0,11.5,0.5,False
2,0,18,66,3,8,0.34375,1,1,16.61538462,1.0769,True
2,1,24,684,12,28,0.12272727300000001,1,1,14.97560976,1.1951,False
0,0,24,37,1,7,0.433333333,0,0,25.2,1.1,False
1,0,1,0,1,0,0.0,0,0,0.0,0.0,False
1,0,5,1,2,3,0.5,0,0,9.0,0.6667,False
3,0,2,1,1,3,0.666666667,0,0,3.666666667,0.6667,True
1,0,1,6,1,5,0.7,0,0,3.4,0.8,False
1,0,22,81,2,14,0.1875,0,0,13.06666667,0.9333,False
2,0,7,15,3,7,0.428571429,1,20,4.714285714,0.8571,False
1,2,3,11,2,7,0.35714285700000004,0,0,3.857142857,0.8571,False
1,0,1,0,1,0,0.0,0,0,0.0,0.0,False
2,0,5,0,1,1,0.6,0,0,19.5,1.5,False
1,0,3,4,2,4,0.625,0,0,8.5,1.0,False
1,0,4,3,3,6,0.3666666670000001,0,0,5.166666667,0.8333,False
3,0,8,3,1,4,0.305555556,1,1,23.5,0.8333,False
1,0,6,1,2,2,0.666666667,0,0,0.0,1.0,False
1,0,5,3,1,4,0.233333333,0,0,38.0,1.8571,False
1,0,0,0,0,1,1.0,0,0,0.0,1.0,False
1,0,3,0,3,1,1.0,0,0,0.0,1.0,False
1,0,0,0,0,1,1.0,0,0,3.0,0.0,False
2,0,17,9,0,6,0.5,0,0,18.5,1.1667,False
2,0,11,18,1,5,0.3125,0,0,9.375,0.875,False
2,0,7,46,0,11,0.26666666699999997,0,0,5.583333333,1.0,False
1,0,4,4,1,2,0.5,0,0,8.5,0.5,False
1,0,5,1,5,2,1.0,0,0,0.0,1.0,False
3,0,4,26,1,8,0.311111111,1,2,8.777777777999999,1.2222,True
2,0,9,6,1,4,0.875,1,3,46.75,1.0,False
2,0,8,0,1,2,0.44,1,2,15.0,1.4,False
2,0,17,13,12,5,0.433333333,1,1,16.83333333,1.1667,False
1,0,5,1,1,5,0.36,0,0,26.33333333,3.1667,False
1,0,4,10,3,5,0.55,0,0,0.0,1.0,False
3,4,10,0,4,3,0.5,0,0,11.5,1.0,False
3,0,9,32,1,8,0.305555556,2,3,18.92307692,0.8462,False
1,0,2,4,0,4,0.6,0,0,3.8,0.8,False
1,0,7,132,1,18,0.3875,0,0,16.75,2.55,True
1,0,2,0,1,0,0.0,0,0,0.0,0.0,False
2,0,4,0,1,2,0.666666667,1,1,7.666666667,0.3333,False
4,0,13,21,7,7,0.39285714299999996,3,4,5.428571429,0.5714,False
1,0,7,3,7,3,0.666666667,0,0,0.0,1.0,True
4,1,9,3,1,1,0.666666667,2,2,16.33333333,0.6667,False
1,0,3,0,1,3,0.666666667,0,0,8.0,0.6667,False
3,0,4,0,1,3,0.4375,1,1,5.75,0.75,False
2,0,13,73,10,14,0.3666666670000001,1,1,7.4,1.2,False
2,0,26,417,4,26,0.135278515,1,2,10.36666667,1.0,False
1,0,9,4,1,2,0.666666667,0,0,27.0,0.5,False
5,0,3,0,2,2,0.666666667,0,0,11.0,0.5,False
3,1,4,1,2,1,0.666666667,1,1,4.5,0.5,False
1,0,24,136,7,16,0.19607843100000005,0,0,7.117647058999999,0.9412,False
1,0,20,1044,8,42,0.128728414,0,0,11.34693878,1.4082,True
3,0,5,7,2,5,0.583333333,0,0,6.166666667,1.0,False
1,0,157,1164,153,46,0.075231481,0,0,22.71428571,3.102,True
2,0,1,3,0,3,0.666666667,1,2,3.0,0.3333,False
3,0,10,1,6,5,0.428571429,1,1,5.285714286,0.8571,False
2,0,11,2,1,3,0.45,1,2,13.75,0.75,False
1,1,23,83,3,7,0.253846154,0,0,19.21428571,1.4286,False
1,5,13,100,11,15,0.323529412,0,0,10.11764706,2.0,True
4,0,8,10,3,5,0.6,1,1,4.6,0.8,False
4,0,3,15,0,6,0.444444444,2,2,5.166666667,0.5,False
3,0,10,13,1,5,0.333333333,1,1,9.285714286000001,0.7143,False
1,0,4,1,2,2,0.625,0,0,0.0,1.0,True
1,0,5,0,4,1,1.0,0,0,0.0,1.0,False
3,0,3,1,1,1,0.666666667,1,1,4.5,0.5,False
1,0,6,3,2,2,0.333333333,0,0,5.333333333,0.6667,False
3,0,8,11,1,3,0.314814815,1,1,31.7,0.8,False
2,0,2,108,1,17,0.367647059,0,0,4.705882353,1.1176,False
2,0,3,1,0,2,0.833333333,0,0,4.5,0.0,False
1,1,31,14,5,6,0.35,0,0,24.5,0.875,False
1,0,6,0,4,1,1.0,0,0,0.0,1.0,False
1,0,6,0,5,1,1.0,0,0,0.0,1.0,False
2,0,11,1,1,6,0.27777777800000003,1,1,11.2,0.9,True
3,0,14,13,5,3,0.38888888899999996,1,1,12.14285714,0.7143,False
3,0,1,4,0,3,0.666666667,1,1,2.75,0.5,False
2,39,56,256,41,16,0.316770186,1,1,11.66666667,1.0,True
1,0,3,3,1,3,0.666666667,0,0,6.333333333,1.3333,False
4,0,4,3,1,3,0.666666667,1,2,3.0,0.6667,False
1,0,2,1,2,2,0.75,0,0,0.0,1.0,False
4,0,6,16,1,9,0.481481481,1,1,6.444444444,0.8889,False
3,0,4,3,1,2,0.5,1,1,4.333333333,0.3333,False
1,0,8,0,7,1,1.0,0,0,0.0,1.0,False
0,0,26,143,4,10,0.16161616199999998,0,0,11.78947368,1.1579,False
1,0,1,4,1,9,0.288888889,0,0,5.222222222,0.7778,False
1,3,13,36,3,7,0.424242424,0,0,17.33333333,0.6667,False
1,0,0,0,0,1,1.0,0,0,0.0,1.0,False
2,0,10,0,1,11,0.363636364,0,0,8.272727273,0.7273,True
3,0,17,424,5,27,0.137741047,0,0,7.303030303,1.0909,False
1,2,14,48,2,3,0.218181818,0,0,23.83333333,1.6667,False
4,0,8,26,1,8,0.35,2,3,7.125,0.625,False
1,0,5,0,1,3,0.5,0,0,16.33333333,0.6667,False
1,0,2,0,2,1,1.0,0,0,0.0,1.0,False
1,0,0,0,0,0,0.0,0,0,0.0,0.0,False
1,0,4,1,1,2,1.0,0,0,3.5,0.5,False
2,0,1,3,0,3,0.666666667,1,2,3.0,0.3333,False
1,0,5,0,4,1,1.0,0,0,0.0,1.0,False
3,0,12,12,3,6,0.3125,0,0,13.44444444,1.3333,True
1,0,17,85,3,13,0.165775401,0,0,13.44444444,1.5556,False
1,0,4,0,1,2,0.666666667,0,0,7.0,0.5,False
6,0,13,16,1,7,0.291666667,0,0,15.5,0.875,False
2,0,5,4,1,5,0.46666666700000003,1,20,4.8,0.8,False
0,0,3,4,1,4,0.5,0,0,4.25,0.75,False
1,2,15,19,4,3,0.271604938,0,0,40.1,2.1,True
3,0,9,0,2,1,0.36,1,1,27.5,1.5,False
4,0,5,18,1,9,0.333333333,0,0,9.111111111,1.0,False
0,0,3,1,0,2,1.0,0,0,5.0,0.5,False
1,3,4,63,3,11,0.487179487,0,0,9.357142857000001,1.4286,False
3,0,6,9,2,5,0.30952381,1,4,6.285714286,1.0,False
1,0,2,1,1,2,1.0,0,0,0.0,1.0,False
1,0,4,10,4,5,1.0,0,0,0.0,1.0,False
1,0,4,24,0,5,0.444444444,0,0,12.66666667,1.0,False
1,0,3,27,1,10,0.425,0,0,5.6,0.7,False
4,0,9,39,3,10,0.35,1,1,5.7,0.8,False
1,0,3,1,2,2,1.0,0,0,0.0,1.0,True
